FE_GW_EXdt;SM1;SM2;SM3;SM4;SM5
19.09.2017;0,383511864;0,424855209;0,341288884;0,369106994;0,399564551
20.09.2017;0,38726528;0,425158074;0,342379297;0,373679157;0,398393391
21.09.2017;0,384484198;0,416681775;0,341692667;0,370552534;0,397868206
22.09.2017;0,385625914;0,407802775;0,339537439;0,363820383;0,39129947
23.09.2017;0,379731117;0,400181689;0,338584974;0,359225551;0,385537847
24.09.2017;0,374918058;0,390006398;0,336813107;0,354861688;0,374849429
25.09.2017;0,368842199;0,37783663;0,332822703;0,349258185;0,36938182
26.09.2017;0,364830814;0,370226426;0,327227758;0,340121651;0,364694178
27.09.2017;0,357642711;0,365342428;0,322781967;0,334783685;0,360884163
28.09.2017;0,352845323;0,360475192;0,318729119;0,329593311;0,357536065
29.09.2017;0,351157492;0,356418277;0,320200706;0,328595051;0,355002979
30.09.2017;0,351808008;0,354799647;0,320470631;0,325971047;0,352133571
01.10.2017;0,414113407;0,450532761;0,350580311;0,377444124;0,405815914
02.10.2017;0,401453345;0,429332164;0,34844952;0,372241865;0,398856342
03.10.2017;0,490208739;0,502640471;0,396946381;0,43276181;0,463657798
04.10.2017;0,430306744;0,445858941;0,349695106;0,382866566;0,412140645
05.10.2017;0,443362001;0,441348967;0,385180552;0,407991649;0,418511347
06.10.2017;0,576217926;0,525048632;0,411764199;0,439536407;0,481015566
07.10.2017;0,478410927;0,482741117;0,353456949;0,39018762;0,419577309
08.10.2017;0,442033816;0,451215054;0,351703327;0,387448426;0,410162471
09.10.2017;0,431773915;0,439741988;0,348659643;0,380404759;0,399830472
10.10.2017;0,425329561;0,433175323;0,347920415;0,377931107;0,396457484
11.10.2017;0,417242939;0,426704241;0,346881269;0,375483476;0,39281625
12.10.2017;0,411558543;0,417768376;0,345503517;0,368122508;0,386654465
13.10.2017;0,404593301;0,411248095;0,344555032;0,366814264;0,381729235
14.10.2017;0,397662387;0,406404134;0,342842681;0,362415839;0,378090494
15.10.2017;0,398713972;0,402327043;0,341913698;0,358463367;0,375107973
16.10.2017;0,397394785;0,399487317;0,342263979;0,354759949;0,372441038
17.10.2017;0,394266584;0,395881128;0,34131159;0,350475503;0,368950734
18.10.2017;0,391436735;0,391766255;0,340484854;0,346753291;0,36600968
19.10.2017;0,387552915;0,38774664;0,338871612;0,342194827;0,363400872
20.10.2017;0,383562802;0,383870715;0,338364378;0,33849498;0,360558515
21.10.2017;0,378869625;0,380956982;0,338323723;0,335750647;0,357630537
22.10.2017;0,391174099;0,381731052;0,341949126;0,339155097;0,354766652
23.10.2017;0,414218955;0,396316983;0,347791232;0,345345012;0,355942535
24.10.2017;0,415828215;0,406280714;0,347623041;0,35121029;0,357714723
25.10.2017;0,406052715;0,400813748;0,344144955;0,348998109;0,35790121
26.10.2017;0,400117704;0,396743239;0,34260499;0,346215723;0,356891285
27.10.2017;0,427247784;0,426139441;0,351473267;0,362962108;0,365910551
28.10.2017;0,427221574;0,430958052;0,349254498;0,372368829;0,378045605
29.10.2017;0,45541753;0,47510899;0,35910935;0,390328857;0,405113595
30.10.2017;0,443128295;0,451475865;0,34902188;0,386646912;0,409774931
31.10.2017;0,429002025;0,433196716;0,345505047;0,379213433;0,399020881
01.11.2017;0,425782269;0,42758147;0,345079453;0,376372114;0,393903763
02.11.2017;0,420163569;0,422552466;0,345249786;0,375026942;0,391097199
03.11.2017;0,429038886;0,432269146;0,35089126;0,386024787;0,396953005
04.11.2017;0,421693122;0,426115871;0,347830317;0,387140916;0,39520235
05.11.2017;0,468579875;0,451326894;0,417720347;0,402358811;0,425440259
06.11.2017;0,583726574;0,517238894;0,437471811;0,42640867;0,48438554
07.11.2017;0,515640945;0,507154434;0,357036329;0,407243001;0,437966378
08.11.2017;0,411945755;0,449941577;0,351748497;0,39549816;0,407366092
09.11.2017;0,377833323;0,438336341;0,348710919;0,390620537;0,398584531
10.11.2017;0,377337944;0,432689815;0,348682426;0,391153263;0,39631789
11.11.2017;0,398128087;0,460865776;0,360752227;0,414546242;0,429303913
12.11.2017;0,573207132;0,512013369;0,535605025;0,4956103;0,511945107
13.11.2017;0,527374337;0,526919292;0,366475261;0,420412984;0,455891116
14.11.2017;0,402781736;0,469316027;0,352529689;0,39906245;0,414022534
15.11.2017;0,394074039;0,450095772;0,34886915;0,406592864;0,40275967
16.11.2017;0,388489039;0,440441868;0,346761182;0,408429897;0,397016337
17.11.2017;0,383755568;0,431923322;0,345929799;0,405644721;0,393367316
18.11.2017;0,380696327;0,42672172;0,3453374;0,402914635;0,390890692
19.11.2017;0,392060579;0,434887249;0,352451732;0,423229796;0,401076976
20.11.2017;0,385702498;0,432022724;0,349797099;0,417654436;0,402977577
21.11.2017;0,3847925;0,429593079;0,34954835;0,414864516;0,39943537
22.11.2017;0,381912218;0,426550647;0,347652663;0,411929949;0,397849662
23.11.2017;0,378589912;0,414232114;0,346078729;0,406526213;0,393325135
24.11.2017;0,377903234;0,423256058;0,345153102;0,405649863;0,391338321
25.11.2017;0,389815304;0,437752933;0,352129873;0,427550786;0,400747864
26.11.2017;0,428422228;0,505020964;0,359235535;0,449076569;0,447607
27.11.2017;0,39974209;0,460854786;0,351453988;0,423565945;0,412510017
28.11.2017;0,39256567;0,447185621;0,348651579;0,416927347;0,399991339
29.11.2017;0,389036302;0,440105547;0,347486572;0,415522959;0,393143284
30.11.2017;0,38862522;0,436919047;0,34807291;0,418839241;0,391851658
01.12.2017;0,384259381;0,432200327;0,346248426;0,413453032;0,388165828
02.12.2017;0,380235928;0,427663311;0,344778277;0,407859557;0,382099378
03.12.2017;0,3773784;0,424791219;0,343697136;0,404152435;0,378003287
04.12.2017;0,383761106;0,434667503;0,347487048;0,413366316;0,379547635
05.12.2017;0,400647713;0,465712926;0,355534579;0,435765933;0,405352366
06.12.2017;0,385322644;0,45362774;0,348312411;0,41655691;0,389664001
07.12.2017;0,380652569;0,449491683;0,345947573;0,412018626;0,384794326
08.12.2017;0,398035986;0,468318304;0,35490269;0,435770616;0,400275751
09.12.2017;0,402902604;0,482618118;0,352520351;0,433160892;0,402670181
10.12.2017;0,424791603;0,488944528;0,391333533;0,434436704;0,402461454
11.12.2017;0,511358475;0,561639718;0,368253929;0,454171067;0,427534476
12.12.2017;0,542949313;0,564753576;0,441833853;0,507248174;0,473814842
13.12.2017;0,419253972;0,529198315;0,351344657;0,423633929;0,417754967
14.12.2017;0,429621962;0,495191813;0,379240763;0,4543797;0,429700229
15.12.2017;0,517288426;0,514943368;0,472620248;0,507844285;0,479759315
16.12.2017;0,45225888;0,523830555;0,357446049;0,435861978;0,429346566
17.12.2017;0,415512032;0,495965761;0,354853484;0,426268803;0,418101897
18.12.2017;0,405509329;0,478234205;0,350958318;0,421573557;0,411896437
19.12.2017;0,401272041;0,466223884;0,349907014;0,419244506;0,407420676
20.12.2017;0,400861663;0,462230854;0,351834227;0,42649228;0,407401341
21.12.2017;0,444629373;0,474483409;0,41356299;0,467774345;0,435849233
22.12.2017;0,550951522;0,512014543;0,399065418;0,485088016;0,466607363
23.12.2017;0,481860927;0,519210311;0,36086002;0,441326442;0,434204425
24.12.2017;0,405876893;0,482121137;0,350664757;0,418691585;0,414955985
25.12.2017;0,402484779;0,468314072;0,345832082;0,40933999;0,406478811
26.12.2017;0,406696942;0,455198741;0,340527576;0,390182158;0,401724522
27.12.2017;0,396169041;0,448525715;0,337631327;0,388566405;0,397715161
28.12.2017;0,414137599;0,451271526;0,349839952;0,446466731;0,428706436
29.12.2017;0,414474768;0,454935814;0,352518875;0,434614668;0,422248477
30.12.2017;0,456437984;0,476782521;0,432290577;0,487161927;0,456393743
31.12.2017;0,529011229;0,52490049;0,406596107;0,482187157;0,470072653
01.01.2018;0,439490239;0,496288707;0,363314842;0,437503108;0,433260744
02.01.2018;0,424158108;0,4762847;0,358055598;0,425871947;0,42137654
03.01.2018;0,495564161;0,483824055;0,452014852;0,499890942;0,461356782
04.01.2018;0,567323073;0,503183176;0,460424598;0,509574872;0,486135628
05.01.2018;0,559195337;0,510780466;0,416278426;0,476503829;0,477896538
06.01.2018;0,448370095;0,498377166;0,382038218;0,432114342;0,441441718
07.01.2018;0,427977564;0,478654103;0,374417571;0,422781682;0,429215177
08.01.2018;0,4199063;0,467402117;0,371236989;0,421622402;0,42514276
09.01.2018;0,413552299;0,459468041;0,366221435;0,418140343;0,421135574
10.01.2018;0,404349003;0,452767763;0,362043408;0,409666281;0,416572401
11.01.2018;0,405515058;0,45051881;0,360932833;0,410997313;0,413467269
12.01.2018;0,410196121;0,453202496;0,362707334;0,415616534;0,412595595
13.01.2018;0,404882725;0,449931666;0,360424155;0,411452152;0,412899863
14.01.2018;0,400308263;0,447466591;0,358737919;0,407555926;0,410825801
15.01.2018;0,394364179;0,44395021;0,355352092;0,40159147;0,407877158
16.01.2018;0,46607551;0,471921068;0,451673605;0,478185447;0,447632054
17.01.2018;0,565628587;0,514825302;0,499171321;0,553731544;0,501951939
18.01.2018;0,562807103;0,520606432;0,439587846;0,489857647;0,487854572
19.01.2018;0,582687578;0,522091479;0,46202948;0,508000192;0,50835257
20.01.2018;0,484887023;0,51846402;0,391922622;0,445379232;0,46514962
21.01.2018;0,537447447;0,5129536;0,489110305;0,482361671;0,49910884
22.01.2018;0,558016591;0,52109615;0,446216718;0,494129907;0,502447394
23.01.2018;0,568418072;0,52357842;0,445679603;0,493160846;0,503188019
24.01.2018;0,472142514;0,515239709;0,390141989;0,437330952;0,436688871
25.01.2018;0,448212501;0,484662249;0,380513643;0,427688843;0,422571459
26.01.2018;0,437025149;0,473053727;0,375426244;0,423369274;0,426985866
27.01.2018;0,429511072;0,464720132;0,37450773;0,421039795;0,425500101
28.01.2018;0,420751386;0,457717414;0,370970115;0,415875157;0,425277483
29.01.2018;0,413392089;0,451963493;0,367133673;0,410471107;0,421176146
30.01.2018;0,411095817;0,448642721;0,364945794;0,408416194;0,417940553
31.01.2018;0,409000091;0,445431318;0,360358659;0,405299542;0,416953668
01.02.2018;0,416712426;0,4471111;0,368447379;0,41112221;0,416972375
02.02.2018;0,413798632;0,447088556;0,369275592;0,412446965;0,418926118
03.02.2018;0,411183828;0,444343949;0,370320821;0,40887974;0,417346337
04.02.2018;0,41333885;0,445989832;0,375198209;0,415744879;0,418474607
05.02.2018;0,404359093;0,442958379;0,368391565;0,407890531;0,417247858
06.02.2018;0,406070239;0,443051447;0,371686693;0,408376591;0,416858045
07.02.2018;0,397617881;0,43943333;0,360526903;0,396629868;0,4150897
08.02.2018;0,399706715;0,438731463;0,366959861;0,401353411;0,414740919
09.02.2018;0,40993523;0,442321885;0,383620215;0,414831276;0,416331427
10.02.2018;0,421192584;0,449230292;0,394756043;0,430210332;0,421133344
11.02.2018;0,444851398;0,472102686;0,404294964;0,446493365;0,436982369
12.02.2018;0,468750949;0,517325109;0,415481932;0,456737683;0,477506389
13.02.2018;0,436987188;0,484039202;0,403207047;0,435188991;0,464705319
14.02.2018;0,418519898;0,464637024;0,378278359;0,408996995;0,443793258
15.02.2018;0,423489111;0,464841738;0,434128516;0,443517191;0,446388381
16.02.2018;0,60831216;0,505144985;0,514078928;0,61131639;0,510845714
17.02.2018;0,611010725;0,521491059;0,430057758;0,516497288;0,493827111
18.02.2018;0,568995578;0,531467312;0,422045557;0,458365287;0,486824885
19.02.2018;0,464345965;0,519572828;0,414292762;0,438781921;0,47261194
20.02.2018;0,45052884;0,486355826;0,405209797;0,430788217;0,45714444
21.02.2018;0,446006665;0,479859289;0,404820733;0,427725461;0,452185134
22.02.2018;0,440072547;0,472192863;0,402133521;0,425103007;0,446608211
23.02.2018;0,431499374;0,464161669;0,396913852;0,421216298;0,442915785
24.02.2018;0,425815764;0,458628505;0,392655512;0,419172535;0,440059203
25.02.2018;0,414859459;0,451661965;0,380925814;0,406997332;0,435560708
26.02.2018;0,395818112;0,443979656;0,359875516;0,378829875;0,428349874
27.02.2018;0,367748245;0,439097301;0,345567044;0,361719868;0,420014476
28.02.2018;0,327220576;0,437112775;NA;0,354230125;0,408347006
01.03.2018;0,259967705;0,434686914;NA;0,348900566;0,399633173
02.03.2018;0,240267706;0,431510924;NA;0,346594755;0,401247246
03.03.2018;0,245037565;0,433435947;NA;0,351587101;0,400130122
04.03.2018;0,270099948;0,475402725;0,361909002;0,421876691;0,447633245
05.03.2018;0,296426912;0,517600068;0,372862598;0,459239482;0,488940583
06.03.2018;0,308468316;0,507640521;0,378801555;0,460406268;0,488382641
07.03.2018;0,318559986;0,483589428;0,371930336;0,443825635;0,480782444
08.03.2018;0,321429986;0,466341429;0,363723961;0,429640008;0,462842492
09.03.2018;0,320757747;0,458195477;0,358133899;0,420837362;0,450976404
10.03.2018;0,322948598;0,453462556;0,357407039;0,419902927;0,445997774
11.03.2018;0,325374028;0,455338544;0,361828097;0,423045201;0,444942648
12.03.2018;0,331730055;0,459280626;0,369977877;0,430851731;0,444528262
13.03.2018;0,328086646;0,454750838;0,363149689;0,420292053;0,441723945
14.03.2018;0,334960993;0,458741267;0,377095083;0,432500069;0,443429013
15.03.2018;0,330905957;0,455775199;0,36973033;0,424002551;0,442010533
16.03.2018;0,339566904;0,464521445;0,384276106;0,437792242;0,447218281
17.03.2018;0,333067391;0,456884168;0,375119785;0,424145043;0,441845023
18.03.2018;0,337544283;0,462836652;0,387782513;0,433886312;0,444465291
19.03.2018;0,336095843;0,463350803;0,388612211;0,431122509;0,44604997
20.03.2018;0,337792792;0,463172154;0,392724741;0,435126421;0,446649842
21.03.2018;0,345249996;0,480888906;0,40334023;0,451075707;0,466190041
22.03.2018;0,343357375;0,481704485;0,38671645;0,44749915;0,474123937
23.03.2018;0,345898261;0,479941035;0,392221259;0,447725894;0,472260817
24.03.2018;0,340536259;0,470635472;0,38377776;0,430877165;0,458095137
25.03.2018;0,336784532;0,460033315;0,371287948;0,419048425;0,445386843
26.03.2018;0,335695342;0,45430639;0,364594348;0,413467291;0,437993323
27.03.2018;0,337305673;0,451266706;0,365359186;0,414194265;0,4287912
28.03.2018;0,351230448;0,46959511;0,401792587;0,447526126;0,45320192
29.03.2018;0,401370245;0,534278933;0,41461361;0,465643017;0,498025721
30.03.2018;0,356374144;0,49222264;0,394080104;0,437326244;0,474035368
31.03.2018;0,353788206;0,484199645;0,396840849;0,435891461;0,464387807
01.04.2018;0,366431569;0,499080342;0,419070257;0,451489738;0,480982129
02.04.2018;0,371179138;0,522718712;0,404753698;0,437067523;0,486601368
03.04.2018;0,357153492;0,484976457;0,386969091;0,418862078;0,463181292
04.04.2018;0,349992743;0,468192523;0,3667997;0,403526577;0,447151938
05.04.2018;0,346973051;0,456559639;0,357305304;0,394022635;0,436743694
06.04.2018;0,348464992;0,456516032;0,360404434;0,401850549;0,43580615
07.04.2018;0,339722938;0,446295321;0,348122887;0,38122202;0,429919263
08.04.2018;0,332370617;0,437868827;0,343129652;0,364112023;0,4188367
09.04.2018;0,326500979;0,432143035;0,340756283;0,353373969;0,40404685
10.04.2018;0,320256419;0,425915806;0,339714262;0,346103928;0,395259098
11.04.2018;0,319227223;0,416865661;0,340421167;0,342502405;0,386354546
12.04.2018;0,311828598;0,40826982;0,338970354;0,336634729;0,378194787
13.04.2018;0,30208378;0,399521525;0,335103251;0,328256808;0,368295264
14.04.2018;0,290026042;0,390255598;0,327238811;0,315449652;0,357243601
15.04.2018;0,28077559;0,382119135;0,319209364;0,30244334;0,350183686
16.04.2018;0,281182486;0,377892212;0,326587408;0,301885611;0,34630965
17.04.2018;0,286202743;0,370713819;0,331523749;0,305569206;0,344746403
18.04.2018;0,276438172;0,360250662;0,319045134;0,293472923;0,340647809
19.04.2018;0,262686872;0,350830511;0,298562204;0,275907033;0,333590832
20.04.2018;0,252976079;0,340801098;0,273919576;0,262024398;0,324273807
21.04.2018;0,241352654;0,328735448;0,257710317;0,251627883;0,312647413
22.04.2018;0,228922069;0,313471278;0,243392365;0,231765503;0,298584538
23.04.2018;0,216473778;0,296233538;0,226966497;0,217511468;0,283539983
24.04.2018;0,206591369;0,281192608;0,221302671;0,217406417;0,272644382
25.04.2018;0,201428507;0,26661677;0,214480528;0,207064209;0,2624244
26.04.2018;0,191915227;0,258657761;0,237344861;0,219109225;0,257678103
27.04.2018;0,190490709;0,256313523;0,237613239;0,215701089;0,254866854
28.04.2018;0,189840664;0,248130317;0,215037014;0,202470273;0,249075056
29.04.2018;0,187224276;0,238372162;0,203207343;0,192355083;0,242097831
30.04.2018;0,182478737;0,228636041;0,194440198;0,185244971;0,235586935
01.05.2018;0,178429469;0,223669578;0,190255329;0,183831339;0,232530483
02.05.2018;0,178474151;0,220416158;0,1903505;0,182731521;0,2303262
03.05.2018;0,177441888;0,217583331;0,192831148;0,181121016;0,228318972
04.05.2018;0,176451562;0,215424036;0,18816088;0,179270474;0,226708345
05.05.2018;0,176728309;0,213771839;0,187893559;0,179478391;0,225947518
06.05.2018;0,173974571;0,208934028;0,184359917;0,17659404;0,222908297
07.05.2018;0,169140552;0,202654398;0,177888343;0,16985728;0,216811282
08.05.2018;0,164870567;0,195781878;0,173399515;0,164440467;0,211126416
09.05.2018;0,16085857;0,19024735;0,166352343;0,159457876;0,205331319
10.05.2018;0,157490048;0,187008192;0,162839593;0,156167421;0,201003704
11.05.2018;0,15531614;0,184283724;0,161652031;0,155618188;0,199203643
12.05.2018;0,154219966;0,18197533;0,160047523;0,153932723;0,196814315
13.05.2018;0,147796217;0,177091445;0,155996852;0,157211435;0,196664913
14.05.2018;0,139019597;0,181185919;0,190405568;0,183016243;0,197759272
15.05.2018;0,14643436;0,199947834;0,278204352;0,217811561;0,198514033
16.05.2018;0,201392144;0,255489055;0,30708308;0,252585229;0,204563112
17.05.2018;0,233248623;0,299140087;0,283291767;0,244451987;0,249540194
18.05.2018;0,232133253;0,307259853;0,272000873;0,222694248;0,265353799
19.05.2018;0,235360384;0,311635414;0,277778481;0,230016652;0,268449502
20.05.2018;0,251949041;0,33236514;0,299349244;0,252678948;0,278941752
21.05.2018;0,249782509;0,3290192;0,295606359;0,263900638;0,276690621
22.05.2018;0,246919026;0,32982231;0,303539738;0,266764374;0,277783022
23.05.2018;0,26207131;0,349092009;0,330985644;0,284200855;0,291209541
24.05.2018;0,267299243;0,354937167;0,334941144;0,296443446;0,294192596
25.05.2018;0,260552327;0,348098063;0,336022736;0,292485838;0,287178313
26.05.2018;0,248494773;0,337032089;0,318921869;0,27420929;0,276817995
27.05.2018;0,240069507;0,325091388;0,289710737;0,25962636;0,268076545
28.05.2018;0,260972135;0,311818534;0,277126543;0,240129888;0,257730347
29.05.2018;0,28863298;0,343620886;0,314086686;0,251713714;0,279412837
30.05.2018;0,345789971;0,438933322;0,364424992;0,329517372;0,349403574
31.05.2018;0,317541785;0,380821251;0,337806688;0,302025145;0,307078019
01.06.2018;0,320944014;0,391693768;0,342562485;0,315883036;0,319146512
02.06.2018;0,30785903;0,374742882;0,332153351;0,301920511;0,306447493
03.06.2018;0,29190829;0,361825256;0,307417161;0,281807636;0,296347715
04.06.2018;0,268406259;0,344183599;0,266670808;0,245508559;0,281943383
05.06.2018;0,241565893;0,320301129;0,231619818;0,220724448;0,261694122
06.06.2018;0,22190177;0,297544783;0,214526821;0,206132734;0,243587407
07.06.2018;0,21304305;0,285372803;0,210761301;0,19989903;0,234575582
08.06.2018;0,219755084;0,312568854;0,261445488;0,20397029;0,230466613
09.06.2018;0,267163631;0,355812581;0,319655944;0,225794626;0,244289851
10.06.2018;0,282650306;0,355065792;0,322934678;0,227755485;0,248565872
11.06.2018;0,263248852;0,338101508;0,292150255;0,221989627;0,24540117
12.06.2018;0,276604896;0,358560111;0,296101272;0,246776734;0,268931514
13.06.2018;0,366103565;0,544861818;0,34610244;0,327949077;0,443960675
14.06.2018;0,333125142;0,423427492;0,341785951;0,310174262;0,328777964
15.06.2018;0,319148209;0,395613982;0,337356906;0,300989706;0,319854042
16.06.2018;0,30524079;0,380191085;0,32717535;0,288136919;0,312090029
17.06.2018;0,300557204;0,378279458;0,322126332;0,28937271;0,312373416
18.06.2018;0,327012999;0,40619181;0,3437901;0,319119974;0,331810941
19.06.2018;0,313759991;0,387791982;0,345015816;0,305227836;0,320798781
20.06.2018;0,305248387;0,375647171;0,338936985;0,289457501;0,313032786
21.06.2018;0,283620298;0,361849567;0,315901758;0,269351733;0,30450262
22.06.2018;0,259142378;0,344528298;0,285837376;0,250169959;0,295262808
23.06.2018;0,243877741;0,331835613;0,264106383;0,237590443;0,283423664
24.06.2018;0,232918639;0,317245576;0,246541313;0,226124081;0,273069445
25.06.2018;0,225492076;0,30978691;0,257757416;0,22075931;0,266227877
26.06.2018;0,221191417;0,302326243;0,257515903;0,220312363;0,261441827
27.06.2018;0,215715797;0,290263253;0,242150988;0,215857068;0,256305415
28.06.2018;0,211700726;0,283878573;0,271859;0,238984797;0,262672088
29.06.2018;0,24224927;0,284306467;0,338938335;0,296845691;0,294074976
30.06.2018;0,244516269;0,282073516;0,321229276;0,298274078;0,288820667
01.07.2018;0,232238001;0,275661042;0,284752033;0,276982341;0,277649451
02.07.2018;0,220894373;0,266543354;0,251250883;0,251540319;0,26538641
03.07.2018;0,213982508;0,256453265;0,229935823;0,232013885;0,25571656
04.07.2018;0,207473356;0,248369838;0,220204039;0,223060572;0,249762692
05.07.2018;0,203208073;0,242562966;0,215011069;0,217127204;0,245407383
06.07.2018;0,228867175;0,276203635;0,2951048;0,272944424;0,279072632
07.07.2018;0,253539976;0,300286671;0,323653442;0,29903404;0,299058929
08.07.2018;0,240961971;0,28808612;0,291123406;0,290556214;0,287509564
09.07.2018;0,233333881;0,287468241;0,260449229;0,268899723;0,297164326
10.07.2018;0,222272709;0,273893838;0,241538465;0,247513877;0,286341493
11.07.2018;0,213395079;0,264480053;0,280448376;0,247203256;0,288513263
12.07.2018;0,208125773;0,254060031;0,246640627;0,235299247;0,286765991
13.07.2018;0,203521963;0,243215661;0,222524175;0,222207772;0,279190687
14.07.2018;0,198061559;0,234130436;0,208648549;0,211761534;0,270369377
15.07.2018;0,193522494;0,225749892;0,19994754;0,203398945;0,262022652
16.07.2018;0,188765271;0,218747054;0,196657113;0,197860855;0,255245711
17.07.2018;0,183405108;0,210540804;0,208222367;0,206982459;0,248799641
18.07.2018;0,180703712;0,206075302;0,212257967;0,215860887;0,245121108
19.07.2018;0,178853974;0,201945255;0,194647026;0,201401723;0,239931592
20.07.2018;0,17577614;0,195690694;0,185206887;0,190805405;0,232591762
21.07.2018;0,171063945;0,192739882;0,224235305;0,186777705;0,228796893
22.07.2018;0,177405107;0,190354882;0,31925407;0,213472458;0,228208302
23.07.2018;0,211629611;0,230577526;0,304814502;0,251597605;0,235141344
24.07.2018;0,21230044;0,224148731;0,281244365;0,23870269;0,243207228
25.07.2018;0,207787547;0,219543602;0,270267421;0,233568872;0,242416214
26.07.2018;0,213662565;0,224722407;0,308618719;0,250186318;0,24304339
27.07.2018;0,205471355;0,218489364;0,263865569;0,230688172;0,24289238
28.07.2018;0,200637125;0,211302355;0,231586958;0,216067604;0,240268068
29.07.2018;0,193989583;0,205192519;0,212366227;0,206702429;0,236671522
30.07.2018;0,186519559;0,196943028;0,197694529;0,19646699;0,230895528
31.07.2018;0,178499317;0,187717973;0,186791811;0,187876927;0,224229783
01.08.2018;0,172224432;0,179062577;0,194441691;0,188123444;0,21892564
02.08.2018;0,167527939;0,172558405;0,256994254;0,214166161;0,220221334
03.08.2018;0,167917667;0,170958715;0,217908825;0,199316748;0,21559453
04.08.2018;0,164840447;0,167111549;0,190946915;0,186086446;0,210824764
05.08.2018;0,163184905;0,160857144;0,176196547;0,175057158;0,206203193
06.08.2018;0,156133285;0,155190973;0,168143303;0,166631409;0,200798636
07.08.2018;0,151166554;0,148571141;0,161366719;0,159715956;0,195816585
08.08.2018;0,14785065;0,143022014;0,15847825;0,154577577;0,190945784
09.08.2018;0,144583537;0,138977651;0,154870072;0,150298145;0,186545883
10.08.2018;0,141876505;0,140063598;0,242282085;0,195026892;0,183494159
11.08.2018;0,13921201;0,138017524;0,248109421;0,202400903;0,182776586
12.08.2018;0,140553728;0,140527796;0,225352281;0,186034804;0,183452263
13.08.2018;0,140890546;0,149675572;0,241315822;0,199690557;0,197674318
14.08.2018;0,145376732;0,156581389;0,293194965;0,243649711;0,212090949
15.08.2018;0,149660091;0,155820112;0,271777782;0,231290281;0,209469474
16.08.2018;0,15119622;0,157797817;0,245151025;0,212365763;0,207429519
17.08.2018;0,151800866;0,158349168;0,222474913;0,196937504;0,205249925
18.08.2018;0,150881839;0,15591946;0,203078286;0,184357877;0,202791459
19.08.2018;0,152580598;0,154888032;0,188765567;0,173022051;0,19805978
20.08.2018;0,148934115;0,152028975;0,176954175;0,162925368;0,193086869
21.08.2018;0,145385139;0,149138855;0,168045365;0,155939383;0,186995802
22.08.2018;0,143689081;0,145664903;0,160466055;0,149676948;0,183257088
23.08.2018;0,141001375;0,145968785;0,165154978;0,149789064;0,180444373
24.08.2018;0,141361978;0,151183121;0,200103226;0,155729149;0,186361989
25.08.2018;0,14493522;0,158067413;0,269875254;0,180652013;0,201430464
26.08.2018;0,148484627;0,15629418;0,276871981;0,194190747;0,198145125
27.08.2018;0,148491474;0,155476167;0,245037309;0,185411001;0,195248449
28.08.2018;0,147491068;0,154291552;0,219482259;0,174970576;0,192095738
29.08.2018;0,148983209;0,15487647;0,216468394;0,179215342;0,194909521
30.08.2018;0,176615084;0,186260628;0,271550356;0,237518928;0,238451515
31.08.2018;0,19585992;0,21671526;0,272496511;0,240909929;0,252674031
01.09.2018;0,222413823;0,266782849;0,283442122;0,240744662;0,262760477
02.09.2018;0,228597861;0,27358722;0,266242416;0,232246607;0,255355048
03.09.2018;0,228033578;0,271405053;0,257924518;0,232589225;0,250902787
04.09.2018;0,224870372;0,26844461;0,252635755;0,236917208;0,24865893
05.09.2018;0,224141242;0,265156911;0,246279336;0,234431256;0,246262603
06.09.2018;0,229930121;0,265118701;0,246483803;0,235947959;0,247424976
07.09.2018;0,268426116;0,302979951;0,289487387;0,269599244;0,26895973
08.09.2018;0,272300749;0,292680526;0,269316801;0,257863313;0,260954702
09.09.2018;0,263242797;0,284099704;0,258487841;0,249353919;0,254122268
10.09.2018;0,255130704;0,278390671;0,242110164;0,241535317;0,248864274
11.09.2018;0,254537969;0,272129621;0,227245221;0,234791985;0,243956646
12.09.2018;0,25621683;0,266566148;0,215871298;0,225435043;0,238614576
13.09.2018;0,260227453;0,286708341;0,243722943;0,239439951;0,246369084
14.09.2018;0,311995358;0,339543566;0,317624461;0,285435364;0,278320804
15.09.2018;0,306938025;0,334091901;0,30259555;0,276080939;0,268820836
16.09.2018;0,301689966;0,329999671;0,297122434;0,274770419;0,263915148
17.09.2018;0,305191438;0,334161033;0,306851212;0,279157971;0,265724771
18.09.2018;0,295307598;0,330969758;0,293991092;0,280281023;0,26131784
19.09.2018;0,302008318;0,341326978;0,299557803;0,290654095;0,260468168
20.09.2018;0,293908131;0,337696658;0,284379376;0,285943785;0,257763659
21.09.2018;0,28768543;0,338371266;0,278850001;0,280883687;0,253719721
22.09.2018;0,309835096;0,353969802;0,31872774;0,295460398;0,255894343
23.09.2018;0,326483257;0,374564362;0,331040618;0,319407593;0,278995966
24.09.2018;0,330860491;0,379753185;0,329929294;0,321045893;0,285855605
25.09.2018;0,317898339;0,374300329;0,316130721;0,302856222;0,271785845
26.09.2018;0,311414788;0,377310741;0,306932776;0,297649015;0,266339737
27.09.2018;0,318098046;0,370687261;0,296200147;0,29202856;0,261705858
28.09.2018;0,322933918;0,385936579;0,284971964;0,287400738;0,258054076
29.09.2018;0,316016717;0,386749152;0,279020953;0,283536025;0,256526338
30.09.2018;0,30427983;0,377668774;0,265873286;0,275681261;0,251168194
