GW_GW_INdt;SM1;SM2;SM3;SM4;SM5
02.11.2017;0,492907788;0,392323102;0,357118982;0,488690327;0,388985647
03.11.2017;0,510632764;0,391895636;0,374977889;0,507145933;0,399371647
04.11.2017;0,503656693;0,401426787;0,382947319;0,497832589;0,39537355
05.11.2017;0,522964918;0,443924207;0,41067877;0,520638588;0,440163974
06.11.2017;0,530190962;0,431473087;0,421570311;0,536075614;0,442625719
07.11.2017;0,538078319;0,442840999;0,419966285;0,532586914;0,428801713
08.11.2017;0,516551047;0,4126908;0,376728766;0,51473008;0,409150268
09.11.2017;0,507932721;0,415667025;0,334753716;0,501883902;0,396813462
10.11.2017;0,505472785;0,40741397;0,342328112;0,50316964;0,396011824
11.11.2017;0,540073077;0,43603706;0,390067767;0,539057697;0,449352293
12.11.2017;0,564408493;0,493085617;0,419043511;0,559755045;0,501427686
13.11.2017;0,538114183;0,44373217;0,372685125;0,530436708;0,42153904
14.11.2017;0,522006334;0,422298392;0,365224324;0,516472376;0,405918712
15.11.2017;0,511653377;0,417543748;0,356434978;0,505080419;0,397953695
16.11.2017;0,504853369;0,414227636;0,352985497;0,499867083;0,39339976
17.11.2017;0,505275991;0,415242844;0,355330436;0,503183741;0,393394742
18.11.2017;0,509801818;0,417817857;0,363324972;0,511392732;0,399542114
19.11.2017;0,509681624;0,416364286;0,361429284;0,509424339;0,414103388
20.11.2017;0,509907412;0,418167163;0,35872477;0,505843909;0,410979983
21.11.2017;0,506100574;0,402921614;0,375150568;0,513063799;0,421326416
22.11.2017;0,510660276;0,421405118;0,361392725;0,506023489;0,41582335
23.11.2017;0,502569652;0,417179942;0,352102683;0,487573518;0,407731797
24.11.2017;0,505383513;0,414596428;0,355510401;0,489584318;0,410383642
25.11.2017;0,521936975;0,42900176;0,393866169;0,535660779;0,450082775
26.11.2017;0,523107207;0,433783377;0,371301542;0,52417409;0,430359234
27.11.2017;0,512447546;0,421158099;0,364012673;0,513967234;0,417793744
28.11.2017;0,507134382;0,417413924;0,358672534;0,50792563;0,411550592
29.11.2017;0,500774072;0,405876695;0,357086754;0,506422156;0,409784169
30.11.2017;0,510618829;0,419319208;0,361338096;0,510900293;0,412834379
01.12.2017;0,507738793;0,418707695;0,357874396;0,507617079;0,411142135
02.12.2017;0,503075449;0,414728942;0,355023519;0,502879937;0,407387597
03.12.2017;0,500053849;0,412665097;0,352145453;0,499153817;0,404608793
04.12.2017;0,499425657;0,409763839;0,352426532;0,499204761;0,4038603
05.12.2017;0,500055484;0,407239929;0,355702264;0,502713399;0,407773498
06.12.2017;0,501491303;0,41569969;0,353324082;0,500602842;0,406709027
07.12.2017;0,496313938;0,411730923;0,346850157;0,494194132;0,403270843
08.12.2017;0,496658673;0,410595148;0,352967054;0,495204732;0,404136332
09.12.2017;0,502865905;0,418369182;0,357233274;0,500492362;0,407986923
10.12.2017;0,49812789;0,405934731;0,357834687;0,503450394;0,410159172
11.12.2017;0,521555018;0,429789701;0,382774836;0,526261339;0,428010181
12.12.2017;0,532865488;0,440968994;0,387099394;0,534746608;0,453563868
13.12.2017;0,516976925;0,430234237;0,361918274;0,514204805;0,424185241
14.12.2017;0,500767021;0,408755903;0,352956374;0,502378005;0,413430638
15.12.2017;0,504840965;0,412569261;0,356764765;0,503613718;0,413351299
16.12.2017;0,502279845;0,416621301;0,354043557;0,499155534;0,409722667
17.12.2017;0,502787727;0,418425211;0,353779341;0,498272227;0,408062966
18.12.2017;0,504458746;0,420945682;0,355166024;0,499566611;0,409211129
19.12.2017;0,501926389;0,41516506;0,354325681;0,499417369;0,409602766
20.12.2017;0,50623036;0,421128435;0,356240367;0,501752925;0,411256763
21.12.2017;0,496325102;0,406102562;0,358378093;0,499344177;0,411435453
22.12.2017;0,49107278;0,390695746;0,368754898;0,500585092;0,414475294
23.12.2017;0,50322634;0,410848537;0,372579248;0,504293963;0,416467099
24.12.2017;0,508195059;0,423058169;0,36324144;0,5029393;0,413183484
25.12.2017;0,497831858;0,41591559;0,35538432;0,494156543;0,406115251
26.12.2017;0,488857464;0,409792565;0,348772619;0,485268634;0,400254004
27.12.2017;0,484043421;0,408309167;0,345171607;0,480056785;0,397793345
28.12.2017;0,493266549;0,416521201;0,351190196;0,487833249;0,400375783
29.12.2017;0,49631431;0,418877414;0,354848301;0,493441715;0,40345895
30.12.2017;0,487537266;0,39712385;0,352482502;0,49135779;0,404309228
31.12.2017;0,504368851;0,412967357;0,357559035;0,500175501;0,410180373
01.01.2018;0,506685813;0,417538509;0,357571219;0,501944953;0,411609894
02.01.2018;0,508907113;0,423351163;0,358279069;0,501352515;0,410957935
03.01.2018;0,520695721;0,434159392;0,373939291;0,50981047;0,424655558
04.01.2018;0,522134847;0,430917875;0,376306284;0,504214;0,423043568
05.01.2018;0,526510804;0,441368077;0,376018603;0,510751845;0,426971416
06.01.2018;0,516951286;0,432000418;0,3668149;0,505232965;0,415493501
07.01.2018;0,511776608;0,425644009;0,363332989;0,502294465;0,40975473
08.01.2018;0,505391802;0,421180154;0,359531723;0,498646952;0,405538016
09.01.2018;0,504268485;0,420963904;0,358398999;0,495517347;0,403796878
10.01.2018;0,504017207;0,421400382;0,358289013;0,496542417;0,403873333
11.01.2018;0,493123698;0,412844304;0,350669056;0,487887154;0,399504351
12.01.2018;0,49396399;0,403733304;0,353156414;0,49197706;0,400934837
13.01.2018;0,500589576;0,418439598;0,355412587;0,49484406;0,40312619
14.01.2018;0,491593657;0,415113105;0,347947747;0,484296019;0,39831696
15.01.2018;0,480246082;0,409522523;0,337950876;0,469408264;0,39330574
16.01.2018;0,498831012;0,414812133;0,351150602;0,471631852;0,396420923
17.01.2018;0,530520175;0,433267042;0,37707891;0,507691513;0,420261101
18.01.2018;0,523557523;0,429572598;0,372597364;0,50690263;0,417526164
19.01.2018;0,53749852;0,441282509;0,376174889;0,498871985;0,41431602
20.01.2018;0,518491597;0,421796443;0,370325016;0,503972485;0,414731504
21.01.2018;0,502834951;0,39227851;0,367698574;0,496887932;0,410865728
22.01.2018;0,503728231;0,404269165;0,365891437;0,489069449;0,406673081
23.01.2018;0,520634506;0,436627255;0,365337345;0,482766257;0,403571043
24.01.2018;0,506419344;0,409098093;0,364171635;0,491325538;0,40774075
25.01.2018;0,510997454;0,418295216;0,364789697;0,492440435;0,407341208
26.01.2018;0,513708246;0,422381783;0,366057445;0,493671196;0,407417774
27.01.2018;0,51852092;0,427329573;0,367744168;0,494978394;0,408021621
28.01.2018;0,520302143;0,428524466;0,367869459;0,495961376;0,408471191
29.01.2018;0,520261622;0,428825779;0,367937655;0,496619447;0,408598066
30.01.2018;0,51991262;0,428702261;0,369146276;0,495732572;0,408613911
31.01.2018;0,521796094;0,431151522;0,369895452;0,496619421;0,408957325
01.02.2018;0,51430704;0,419758956;0,369384421;0,495542186;0,409157265
02.02.2018;0,518619116;0,429647129;0,369004513;0,495914888;0,410059695
03.02.2018;0,517099379;0,43142504;0,366433627;0,497226337;0,410244541
04.02.2018;0,510653033;0,428340405;0,361678524;0,497030078;0,409590624
05.02.2018;0,506405624;0,424170673;0,358837565;0,495691647;0,407645351
06.02.2018;0,501222601;0,4224809;0,356190784;0,493257006;0,404678271
07.02.2018;0,496676499;0,420663872;0,353536796;0,490291752;0,402186668
08.02.2018;0,495029098;0,418089747;0,35216662;0,487876161;0,40025261
09.02.2018;0,496787188;0,416472306;0,352242574;0,487722536;0,399701465
10.02.2018;0,497108808;0,416440876;0,351830016;0,487111304;0,399476443
11.02.2018;0,489519844;0,406050745;0,35048436;0,485171856;0,399513953
12.02.2018;0,496778002;0,411815204;0,350711801;0,484424599;0,400292135
13.02.2018;0,500866301;0,416636111;0,352120688;0,48591681;0,401995227
14.02.2018;0,501854064;0,419106716;0,352642508;0,486408737;0,403298742
15.02.2018;0,506003499;0,416181732;0,351818548;0,483942841;0,401522661
16.02.2018;0,536869191;0,489340701;0,380084211;0,483554762;0,404781396
17.02.2018;0,516146862;0,426269956;0,366950383;0,488231037;0,407464219
18.02.2018;0,526870011;0,444082074;0,366034958;0,492828544;0,408571638
19.02.2018;0,52077491;0,434807937;0,364246257;0,493211451;0,407561072
20.02.2018;0,517474724;0,431663973;0,363369533;0,493049672;0,406946731
21.02.2018;0,514256072;0,430735178;0,362387736;0,491358634;0,406150895
22.02.2018;0,510581135;0,428233624;0,35967307;0,49003937;0,404769258
23.02.2018;0,507619481;0,424781423;0,356992303;0,491441057;0,403853262
24.02.2018;0,504725948;0,42149054;0,35546901;0,494926959;0,40275409
25.02.2018;0,503409443;0,418560965;0,354643368;0,496005782;0,402374993
26.02.2018;0,503090722;0,420444905;0,354035841;0,497171591;0,402719273
27.02.2018;0,498054594;0,416840943;0,351146105;0,493397053;0,401124217
28.02.2018;0,493665522;0,415432387;0,347658785;0,48792983;0,39970275
01.03.2018;0,486173378;0,41085689;0,342175359;0,477982983;0,397253138
02.03.2018;0,482267177;0,40700872;0,338226531;0,470816631;0,395497087
03.03.2018;0,471881762;0,393612547;0,336502814;0,466127057;0,394051839
04.03.2018;0,481732644;0,404073342;0,339941429;0,467735915;0,394458102
05.03.2018;0,516275432;0,420686274;0,350108658;0,476388497;0,3972147
06.03.2018;0,548601473;0,450347806;0,367598969;0,496128123;0,405154765
07.03.2018;0,548285935;0,45761524;0,371019463;0,503417578;0,409893112
08.03.2018;0,552864363;0,464532075;0,37419121;0,508193462;0,41241438
09.03.2018;0,556067551;0,472907556;0,380658909;0,517900105;0,419666678
10.03.2018;0,566172358;0,493238846;0,386899347;0,524490058;0,428991736
11.03.2018;0,568510343;0,496082386;0,388667;0,528723784;0,433104297
12.03.2018;0,575093112;0,511336201;0,392369836;0,532702201;0,44710677
13.03.2018;0,566071707;0,491143823;0,394430292;0,530431363;0,450087592
14.03.2018;0,569927108;0,493250577;0,405484676;0,53657402;0,462673617
15.03.2018;0,566159262;0,493375874;0,398210473;0,536533797;0,453578638
16.03.2018;0,567674466;0,493587185;0,404474609;0,539198029;0,45952218
17.03.2018;0,564547267;0,488055701;0,400151249;0,538324444;0,459805712
18.03.2018;0,546931208;0,463061402;0,383447203;0,527241797;0,43450571
19.03.2018;0,529755823;0,441663948;0,374135687;0,520864892;0,41891595
20.03.2018;0,521215168;0,435084484;0,369480525;0,518114196;0,414271924
21.03.2018;0,515076047;0,430813598;0,364720089;0,514875472;0,41155349
22.03.2018;0,509909444;0,427010774;0,359049108;0,51019199;0,408576842
23.03.2018;0,511111929;0,425262729;0,357742432;0,504832175;0,405900028
24.03.2018;0,540385074;0,4481051;0,372869202;0,520570818;0,412547117
25.03.2018;0,558339413;0,475453273;0,396410007;0,543437911;0,441336208
26.03.2018;0,548025591;0,459026466;0,38612101;0,531665557;0,435008081
27.03.2018;0,557132207;0,468460076;0,393947578;0,535105036;0,439059663
28.03.2018;0,567879715;0,491483763;0,404410283;0,543163264;0,466121741
29.03.2018;0,573426926;0,505812698;0,415154918;0,558145378;0,488766854
30.03.2018;0,572556771;0,505507369;0,407968092;0,558023774;0,477471699
31.03.2018;0,566402697;0,491744206;0,41105381;0,553965632;0,473469412
01.04.2018;0,569652979;0,493711276;0,403384038;0,546323031;0,452283058
02.04.2018;0,581298283;0,53320802;0,419403754;0,566853434;0,474139083
03.04.2018;0,567071917;0,503763084;0,428184249;0,601051183;0,498915625
04.04.2018;0,520166788;0,436890947;0,363489803;0,531795177;0,430005684
05.04.2018;0,506122096;0,419934235;0,355176236;0,514607408;0,413143009
06.04.2018;0,515049652;0,425293629;0,358239792;0,514637906;0,413994174
07.04.2018;0,491545397;0,417340835;0,340960001;0,489596493;0,403527223
08.04.2018;0,464004703;0,409511394;0,326294062;0,466000844;0,395893329
09.04.2018;0,442967398;0,402363315;0,313961681;0,446668557;0,388681252
10.04.2018;0,425523909;0,398424044;0,302736884;0,421112608;0,383762479
11.04.2018;0,396088662;0,391642566;0,273488565;0,397451902;0,377312382
12.04.2018;0,374888595;0,386381808;0,245302692;0,378750638;0,37272388
13.04.2018;0,362610851;0,381834197;0,221549583;0,368689266;0,374586057
14.04.2018;0,349267716;0,376667972;0,201531842;0,352453816;0,366780328
15.04.2018;0,33515916;0,370026356;0,184998968;0,334161853;0,35991556
16.04.2018;0,442006875;0,393300741;0,308318367;0,438833611;0,398098407
17.04.2018;0,434074068;0,41181015;0,308975999;0,424832472;0,410791322
18.04.2018;0,381869411;0,39276895;0,263529228;0,387414011;0,391178115
19.04.2018;0,343535268;0,378394338;0,211381176;0,344709837;0,372728574
20.04.2018;0,317493546;0,367515857;0,176314493;0,298974258;0,357939118
21.04.2018;0,288904599;0,358060814;0,154690466;0,258331931;0,345206242
22.04.2018;0,260058839;0,347185433;0,142572136;0,233174944;0,333828099
23.04.2018;0,231193871;0,333998904;0,133456398;0,217001136;0,322822925
24.04.2018;0,219683246;0,322015449;0,138357229;0,223286454;0,315069518
25.04.2018;0,206584728;0,309566482;0,125003475;0,211910527;0,301997982
26.04.2018;0,216393572;0,294874738;0,140821491;0,236519207;0,292665785
27.04.2018;0,221342142;0,295222604;0,138413939;0,244252544;0,290535709
28.04.2018;0,201695346;0,284101279;0,124255315;0,217877644;0,283685778
29.04.2018;0,189044209;0,267528316;0,114103286;0,198986323;0,274449868
30.04.2018;0,181511558;0,253210033;0,106825273;0,187730704;0,264437017
01.05.2018;0,176448856;0,247579164;0,101356786;0,180879285;0,257249914
02.05.2018;0,175623919;0,244431105;0,099834879;0,179253342;0,252696052
03.05.2018;0,177099685;0,235994927;0,096309779;0,177515955;0,2477888
04.05.2018;0,224998591;0,245443949;0,107964264;0,216855765;0,247671016
05.05.2018;0,205460479;0,24010766;0,106798204;0,208617965;0,247896735
06.05.2018;0,187172373;0,231604646;0,101753492;0,194746362;0,244820225
07.05.2018;0,172887003;0,21951463;0,09367996;0,179350231;0,237828713
08.05.2018;0,164357356;0,208567504;0,086573191;0,169787443;0,230335971
09.05.2018;0,165858632;0,199219626;0,086673987;0,165643684;0,222007161
10.05.2018;0,210502593;0,198029824;0,102029419;0,193798386;0,225969946
11.05.2018;0,221240671;0,198213351;0,104436446;0,223786536;0,234472698
12.05.2018;0,183609994;0,195527649;0,09407324;0,199136088;0,227518166
13.05.2018;0,171096919;0,192452718;0,093144608;0,1872304;0,22033981
14.05.2018;0,20827792;0,193857325;0,109172068;0,224477353;0,22979225
15.05.2018;0,305539689;0,318853546;0,170301967;0,302936833;0,327338222
16.05.2018;0,308217616;0,330040564;0,182631976;0,305552357;0,334117389
17.05.2018;0,311704884;0,340207626;0,185954553;0,310954639;0,338372323
18.05.2018;0,310950955;0,339058815;0,185552692;0,313260098;0,337056874
19.05.2018;0,319911703;0,356153284;0,197238428;0,329845839;0,350902443
20.05.2018;0,316580626;0,350628594;0,196379267;0,330476671;0,344075514
21.05.2018;0,314478501;0,348568335;0,194716452;0,322562083;0,341792493
22.05.2018;0,320431345;0,361579613;0,205490101;0,331428463;0,350951708
23.05.2018;0,328181109;0,362683738;0,226480186;0,342508225;0,353933035
24.05.2018;0,326626841;0,359727386;0,232490483;0,341227127;0,350785921
25.05.2018;0,320118203;0,353286085;0,224728152;0,332608467;0,344331161
26.05.2018;0,308619469;0,344010234;0,210890139;0,325696847;0,336463997
27.05.2018;0,296798651;0,337857581;0,189448743;0,308617182;0,331388411
28.05.2018;0,280477451;0,330650662;0,175117021;0,291092783;0,32571928
29.05.2018;0,257405262;0,322379403;0,155011675;0,267575738;0,316592232
30.05.2018;0,289133231;0,309148415;0,176058643;0,301401052;0,304281336
31.05.2018;0,296074141;0,313683837;0,191116549;0,321813655;0,305849416
01.06.2018;0,318098357;0,347086816;0,211502328;0,352086811;0,331017717
02.06.2018;0,299081102;0,333374981;0,192594651;0,333134698;0,321208779
03.06.2018;0,267996633;0,320238176;0,164957355;0,298534928;0,309397345
04.06.2018;0,228504468;0,303453782;0,138411916;0,258449435;0,29285939
05.06.2018;0,212524856;0,283214339;0,130216938;0,235902562;0,288412762
06.06.2018;0,246451695;0,261331003;0,137237505;0,262920603;0,284774926
07.06.2018;0,281846789;0,265059308;0,166546062;0,31280102;0,284735974
08.06.2018;0,273738725;0,273931302;0,164377272;0,302169663;0,287110814
09.06.2018;0,273550377;0,286449693;0,159286184;0,298565922;0,285507719
10.06.2018;0,32822586;0,299250462;0,179800745;0,341046601;0,301181142
11.06.2018;0,310427375;0,304549181;0,169157806;0,322214589;0,320950749
12.06.2018;0,317846508;0,334445064;0,176814644;0,334011573;0,353062519
13.06.2018;0,366148675;0,396447478;0,216520133;0,382334785;0,40063358
14.06.2018;0,347908272;0,375262458;0,198360716;0,358503891;0,368033957
15.06.2018;0,333556477;0,365548546;0,179885765;0,338362385;0,355828374
16.06.2018;0,297938888;0,351791845;0,152126553;0,299341677;0,342661601
17.06.2018;0,284361632;0,339821939;0,147946869;0,294051052;0,33593972
18.06.2018;0,352980021;0,381328159;0,203088016;0,366417201;0,377578075
19.06.2018;0,335594265;0,367436309;0,184394626;0,340077553;0,358928312
20.06.2018;0,301973215;0,353830131;0,158514557;0,302931104;0,345119166
21.06.2018;0,275944926;0,343992349;0,143729181;0,282507835;0,339569744
22.06.2018;0,347076663;0,386722566;0,19217202;0,358809561;0,378044852
23.06.2018;0,327431561;0,367292822;0,174384319;0,335972972;0,35615886
24.06.2018;0,303971216;0,356530413;0,157215018;0,310414925;0,34870462
25.06.2018;0,336146184;0,358899415;0,182855496;0,352275661;0,358895213
26.06.2018;0,327962551;0,362737597;0,189063189;0,340629657;0,358181325
27.06.2018;0,331278523;0,359294986;0,204459576;0,344057571;0,372627281
28.06.2018;0,365205006;0,384134778;0,251179393;0,376090843;0,41397393
29.06.2018;0,356009814;0,388112198;0,238668968;0,367112213;0,407920905
30.06.2018;0,340524604;0,376957944;0,213558396;0,349074919;0,393982311
01.07.2018;0,318470697;0,367737427;0,187717908;0,33055253;0,381349255
02.07.2018;0,281723279;0,358012753;0,169108717;0,292686813;0,367876454
03.07.2018;0,253955755;0,35045345;0,153104596;0,266438215;0,345736339
04.07.2018;0,248753747;0,346781875;0,152606637;0,263177567;0,333649573
05.07.2018;0,269422471;0,339571178;0,168663812;0,278848134;0,327728046
06.07.2018;0,359167605;0,385457887;0,25584161;0,377449776;0,373420018
07.07.2018;0,34938469;0,392101728;0,238850904;0,368614649;0,378534154
08.07.2018;0,337199768;0,378904172;0,221481059;0,352849659;0,36663671
09.07.2018;0,315638684;0,369203023;0,199510796;0,330586066;0,358826876
10.07.2018;0,288468125;0,359186051;0,174200612;0,300591254;0,348687114
11.07.2018;0,343635201;0,367897468;0,237346107;0,360521645;0,357801426
12.07.2018;0,318933643;0,366482879;0,210540951;0,338954035;0,356305367
13.07.2018;0,282590975;0,356449856;0,180889275;0,30523823;0,346030335
14.07.2018;0,250050831;0,34683842;0,156074528;0,270526243;0,332995357
15.07.2018;0,323396579;0,359729679;0,21857336;0,347800399;0,35488321
16.07.2018;0,343558749;0,369616914;0,235404237;0,366240402;0,366545526
17.07.2018;0,32261045;0,365169566;0,218677483;0,346577534;0,358070663
18.07.2018;0,295747852;0,353851939;0,206364746;0,32662814;0,349373101
19.07.2018;0,249179597;0,342880797;0,167210893;0,282666694;0,334783148
20.07.2018;0,218400441;0,328433499;0,141522855;0,249079207;0,318879325
21.07.2018;0,271216587;0,312603561;0,176509939;0,281187513;0,310351694
22.07.2018;0,343645907;0,350645211;0,239610751;0,369848357;0,353536623
23.07.2018;0,361355979;0,39503689;0,259129803;0,386856826;0,380232021
24.07.2018;0,330744695;0,373768334;0,225842227;0,366152712;0,361230414
25.07.2018;0,294616577;0,358751881;0,192762988;0,34256032;0,347532306
26.07.2018;0,286131457;0,352225181;0,189414424;0,333377976;0,34229967
27.07.2018;0,239818662;0,336022955;0,150809536;0,281353957;0,329480033
28.07.2018;0,209625424;0,320205097;0,130476274;0,243478363;0,311100667
29.07.2018;0,200142326;0,305463153;0,128602475;0,228065975;0,29870044
30.07.2018;0,190630724;0,288780707;0,115426467;0,211558352;0,286264583
31.07.2018;0,179477561;0,263247748;0,099807922;0,192994239;0,273223988
01.08.2018;0,171286135;0,242147231;0,087496575;0,179576678;0,261271754
02.08.2018;0,180771311;0,239706266;0,088532039;0,17699653;0,267230608
03.08.2018;0,21281266;0,278546968;0,117553311;0,201480102;0,318790794
04.08.2018;0,185020285;0,255601357;0,101349332;0,190795937;0,296168439
05.08.2018;0,172132212;0,236228561;0,090588854;0,181194097;0,277879491
06.08.2018;0,166153989;0,223885541;0,08449943;0,174248267;0,263144616
07.08.2018;0,160374084;0,213527457;0,078488767;0,166202033;0,249680811
08.08.2018;0,176315762;0,206104293;0,086077703;0,166761328;0,249989404
09.08.2018;0,230053762;0,207533781;0,128462918;0,20049543;0,295148775
10.08.2018;0,302003167;0,298416376;0,168143387;0,286318325;0,339223637
11.08.2018;0,269154917;0,314685534;0,155257144;0,276084596;0,338975747
12.08.2018;0,238519361;0,301842384;0,140409679;0,262885331;0,330241298
13.08.2018;0,248810183;0,299048612;0,14417595;0,272398881;0,333866176
14.08.2018;0,301928347;0,330457892;0,179923098;0,312074849;0,35359673
15.08.2018;0,286364484;0,328683714;0,167780247;0,297457038;0,34705078
16.08.2018;0,255062771;0,315591;0,148594127;0,277928711;0,3377846
17.08.2018;0,221210165;0,30176795;0,1288587;0,256450792;0,328828395
18.08.2018;0,198612876;0,287423053;0,113298549;0,23733714;0,317365304
19.08.2018;0,185429441;0,273189824;0,100762311;0,219028833;0,30429028
20.08.2018;0,176897833;0,259500636;0,09103612;0,203080199;0,29264026
21.08.2018;0,168945875;0,244760667;0,081714185;0,187830365;0,280098694
22.08.2018;0,162554335;0,232206828;0,075453795;0,176155891;0,269067373
23.08.2018;0,217415473;0,26983944;0,105077658;0,207297935;0,304431257
24.08.2018;0,283161194;0,325752821;0,158832436;0,285947415;0,354647276
25.08.2018;0,296735168;0,332307338;0,180317966;0,30229542;0,358168284
26.08.2018;0,301035225;0,3432413;0,18558618;0,305834475;0,360333579
27.08.2018;0,297072311;0,334415397;0,188471027;0,290394031;0,351165443
28.08.2018;0,28147104;0,32435779;0,18130345;0,276308301;0,344618723
29.08.2018;0,270866339;0,326152322;0,19176451;0,279991154;0,346760429
30.08.2018;0,325569311;0,352026305;0,237515246;0,336479913;0,370366125
31.08.2018;0,341053359;0,357291998;0,257256072;0,362619338;0,378321741
01.09.2018;0,340059336;0,357553415;0,261477915;0,368860742;0,383683415
02.09.2018;0,326437152;0,345881337;0,238513032;0,347674001;0,363679353
03.09.2018;0,322149484;0,344545926;0,23606223;0,339676015;0,358270608
04.09.2018;0,317660016;0,340523862;0,234741934;0,335644145;0,354044668
05.09.2018;0,306454137;0,335179027;0,226231469;0,32838359;0,349447135
06.09.2018;0,319477863;0,354945854;0,260443688;0,363738203;0,382852033
07.09.2018;0,335911361;0,357764828;0,294260171;0,39983754;0,381166874
08.09.2018;0,323522038;0,349671695;0,277080647;0,377177302;0,361158665
09.09.2018;0,315450743;0,341974883;0,268399881;0,36210457;0,353388368
10.09.2018;0,310597434;0,335165998;0,256740424;0,345195068;0,347175048
11.09.2018;0,290277262;0,327615545;0,23559551;0,323470995;0,340780815
12.09.2018;0,261546016;0,31773094;0,234396188;0,297512242;0,331982806
13.09.2018;0,264047887;0,307038587;0,245629595;0,293074364;0,32175642
14.09.2018;0,333602328;0,338054928;0,311068992;0,369035103;0,343746932
15.09.2018;0,346146641;0,359354585;0,324762184;0,382041642;0,363581947
16.09.2018;0,335340227;0,35472995;0,311220472;0,366616972;0,362114825
17.09.2018;0,327537204;0,34728038;0,290265941;0,348789304;0,355820898
18.09.2018;0,335533847;0,348318714;0,296533588;0,359388624;0,359237581
19.09.2018;0,342909698;0,35655856;0,317105815;0,361333532;0,36752135
20.09.2018;0,335559176;0,351426084;0,302980799;0,347482277;0,35990521
21.09.2018;0,332652994;0,343761263;0,304933956;0,351786551;0,354606415
22.09.2018;0,343428915;0,352359445;0,32303758;0,374048396;0,35828194
23.09.2018;0,365019963;0,373855059;0,341696224;0,398236469;0,37639679
24.09.2018;0,366534262;0,382773728;0,347626174;0,404355413;0,387035441
25.09.2018;0,344549118;0,386667333;0,321349187;0,377942188;0,361099049
26.09.2018;0,338112767;0,390444287;0,313300387;0,372746932;0,355343651
27.09.2018;0,328258296;0,385970331;0,312647713;0,352902321;0,351142494
28.09.2018;0,322061302;0,381916768;0,296952837;0,348180026;0,34746295
29.09.2018;0,314257447;0,379512405;0,284547651;0,336591622;0,344941155
30.09.2018;0,306764041;0,373488526;0,258059242;0,309228183;0,339694609
01.10.2018;0,374927409;0,433977788;0,345992668;0,405047268;0,373017227
02.10.2018;0,365624451;0,431575503;0,340584498;0,39465761;0,378694323
03.10.2018;0,358520668;0,410183079;0,338210122;0,380530323;0,366367988
04.10.2018;0,354122456;0,399656244;0,331452414;0,371607283;0,359530058
05.10.2018;0,346473567;0,391564617;0,326415591;0,356209476;0,354214745
06.10.2018;0,339215417;0,386308077;0,329269212;0,337703625;0,350861015
07.10.2018;0,34472979;0,383718752;0,326639569;0,341709055;0,348180582
08.10.2018;0,341169287;0,382173847;0,321564273;0,351098161;0,347316714
09.10.2018;0,334531322;0,38100922;0,315613193;0,347391346;0,346848935
