FE_EB_INdt;SM1;SM2;SM3;SM4;SM5
03.10.2017;NA;0,528432259;0,445928142;0,369982598;0,44646309
04.10.2017;NA;0,475992049;0,419480093;0,354883979;0,447596386
05.10.2017;NA;0,487285834;0,417158213;0,355746063;0,453525487
06.10.2017;NA;0,554881083;0,452812983;0,402725871;0,510413642
07.10.2017;NA;0,488638878;0,43541943;0,385895722;0,492541004
08.10.2017;NA;0,479552493;0,441888534;0,390858744;0,487797964
09.10.2017;NA;0,47194851;0,434234528;0,379852586;0,48219488
10.10.2017;NA;0,46775154;0,433558882;0,377501754;0,478552985
11.10.2017;NA;0,464425349;0,431003242;0,373725152;0,474905887
12.10.2017;NA;0,460353214;0,418674355;0,359240283;0,46877321
13.10.2017;NA;0,456937639;0,41079153;0,347132626;0,462043314
14.10.2017;NA;0,446935204;0,404016306;0,332999497;0,455242804
15.10.2017;NA;0,443001818;0,395555114;0,316371824;0,448111628
16.10.2017;NA;0,440623215;0,38507402;0,297519638;0,440642192
17.10.2017;NA;0,439718701;0,376094943;0,280558727;0,431340159
18.10.2017;NA;0,437674535;0,369950483;0,265872802;0,421364647
19.10.2017;NA;0,43432636;0,361964211;0,253318687;0,4124343
20.10.2017;NA;0,431350156;0,353997415;0,243969508;0,402058525
21.10.2017;NA;0,428369876;0,344819063;0,235916673;0,387498804
22.10.2017;NA;0,427231726;0,364566143;0,237395677;0,378586432
23.10.2017;NA;0,430887272;0,394106924;0,253860155;0,374008762
24.10.2017;NA;0,436976169;0,400846751;0,276332001;0,372884777
25.10.2017;NA;0,43520509;0,390092502;0,269730729;0,370869028
26.10.2017;NA;0,432796128;0,380426216;0,26184595;0,368287089
27.10.2017;NA;0,447460683;0,428168164;0,315736566;0,36659998
28.10.2017;NA;0,4598656;0,439169184;0,346760659;0,367174337
29.10.2017;NA;0,485877599;0,471694459;0,380337351;0,39594295
30.10.2017;NA;0,474278613;0,457905115;0,378786802;0,453414192
31.10.2017;NA;0,464073048;0,445448914;0,37164913;0,448565518
01.11.2017;NA;0,460373227;0,441905169;0,373793412;0,444842234
02.11.2017;NA;0,457966146;0,433297571;0,379751067;0,442412384
03.11.2017;NA;0,462501944;0,453150856;0,401069772;0,445773865
04.11.2017;NA;0,458524433;0,450087283;0,395561265;0,450001811
05.11.2017;NA;0,50752533;0,472429879;0,413892549;0,471755257
06.11.2017;NA;0,539357255;0,502427125;0,444000596;0,512177148
07.11.2017;NA;0,487174017;0,476315065;0,419361612;0,494375356
08.11.2017;NA;0,475623639;0,462084514;0,398261725;0,479805037
09.11.2017;NA;0,472033048;0,456266574;0,386421589;0,474051566
10.11.2017;NA;0,469489214;0,457820822;0,400700471;0,473460705
11.11.2017;NA;0,48933812;0,492742226;0,444608149;0,503081378
12.11.2017;NA;0,577094095;0,518268187;0,482605188;0,580733728
13.11.2017;NA;0,51480434;0,490591296;0,437202012;0,532615661
14.11.2017;NA;0,489077184;0,473949364;0,411324015;0,493489465
15.11.2017;NA;0,478831121;0,466999942;0,402294487;0,485185197
16.11.2017;NA;0,473710642;0,461913329;0,395824167;0,47946136
17.11.2017;NA;0,470041908;0,457796324;0,39223212;0,475045336
18.11.2017;NA;0,466617994;0,45426394;0,387400261;0,471969754
19.11.2017;NA;0,476300225;0,481925234;0,42016006;0,487923601
20.11.2017;NA;0,475585721;0,474385819;0,403878758;0,487193678
21.11.2017;NA;0,474523823;0,474126136;0,408904226;0,484654955
22.11.2017;NA;0,471232025;0,467791432;0,410076821;0,482546264
23.11.2017;NA;0,467858265;0,460972479;0,399604473;0,47571006
24.11.2017;NA;0,466591403;0,460189785;0,400472483;0,473388174
25.11.2017;NA;0,475179471;0,481360447;0,424576929;0,483397159
26.11.2017;NA;0,506486571;0,503970444;0,446214328;0,509566488
27.11.2017;NA;0,484347222;0,482240349;0,422779067;0,490431314
28.11.2017;NA;0,47670926;0,475428228;0,416761736;0,48281839
29.11.2017;NA;0,472738188;0,474973918;0,417047765;0,478683627
30.11.2017;NA;0,472482836;0,479097278;0,423881832;0,481144125
01.12.2017;NA;0,468996427;0,469006138;0,413959126;0,479222932
02.12.2017;NA;0,465351341;0,458223787;0,402247937;0,476812461
03.12.2017;NA;0,46196093;0,445034982;0,396119075;0,472691434
04.12.2017;NA;0,465334793;0,462414003;0,422504042;0,473122745
05.12.2017;NA;0,485263779;0,506049511;0,452472272;0,502352511
06.12.2017;NA;0,470356036;0,477266875;0,422792691;0,482099223
07.12.2017;NA;0,466517111;0,459002731;0,420864857;0,471753653
08.12.2017;NA;0,481794808;0,479878201;0,446956034;0,485191811
09.12.2017;NA;0,487253742;0,499479877;0,448030275;0,488318319
10.12.2017;NA;0,499035125;0,493848054;0,448768149;0,490033527
11.12.2017;NA;0,509698362;0,517419566;0,470160455;0,50209127
12.12.2017;NA;0,535142069;0,528388828;0,480771434;0,52811847
13.12.2017;NA;0,484272277;0,460734888;0,435965309;0,484631305
14.12.2017;NA;0,502640361;0,503198549;0,478461677;0,496682589
15.12.2017;NA;0,559053223;0,535451953;0,507911302;0,56193799
16.12.2017;NA;0,492517512;0,492660324;0,454730746;0,503877245
17.12.2017;NA;0,483408423;0,497816093;0,458946143;0,498328842
18.12.2017;NA;0,478090595;0,491795297;0,454235197;0,49596817
19.12.2017;NA;0,475379974;0,489893221;0,454130818;0,494785018
20.12.2017;NA;0,476005433;0,496616935;0,465476468;0,500306787
21.12.2017;NA;0,511948637;0,521606862;0,48405374;0,522505865
22.12.2017;NA;0,529143421;NA;0,486367816;0,531877163
23.12.2017;NA;0,500302798;NA;0,467354169;0,515240756
24.12.2017;NA;0,480739798;NA;0,439924825;0,50433742
25.12.2017;NA;0,473700322;NA;0,431621612;0,497852196
26.12.2017;NA;0,467500117;NA;0,388269287;0,493665085
27.12.2017;NA;0,46145697;NA;0,350395055;0,491561661
28.12.2017;NA;0,470140489;NA;0,460779387;0,515420706
29.12.2017;NA;0,481350071;NA;0,458568133;0,506216728
30.12.2017;NA;0,528597401;NA;0,500709263;0,532955815
31.12.2017;NA;0,523083427;0,426593975;0,488686765;0,546427527
01.01.2018;NA;0,488330712;0,436497783;0,463040806;0,511173166
02.01.2018;NA;0,480843454;0,425990314;0,450022419;0,505469029
03.01.2018;NA;0,522466778;0,480602784;0,503235603;0,546583834
04.01.2018;NA;0,544541214;0,505599705;0,554634336;0,571790982
05.01.2018;NA;0,517208364;0,461772972;0,508933433;0,548393086
06.01.2018;NA;0,488401294;0,441598397;0,473861182;0,514425073
07.01.2018;NA;0,48078565;0,433342362;0,446404496;0,505362434
08.01.2018;NA;0,477945377;0,433456246;0,451356092;0,503922596
09.01.2018;NA;0,473568868;0,426158679;0,443831826;0,501328819
10.01.2018;NA;0,468589865;0,408286759;0,426212663;0,498472833
11.01.2018;NA;0,467625866;0,411340959;0,423463836;0,49600154
12.01.2018;NA;0,471905047;0,426641091;0,433821622;0,494273131
13.01.2018;NA;0,469154024;0,420310099;0,429448524;0,492369257
14.01.2018;NA;0,466824628;0,415261449;0,425586348;0,491713797
15.01.2018;NA;0,462645007;0,395101842;0,413742263;0,492054364
16.01.2018;NA;0,510701533;0,47125608;0,484331392;0,526456185
17.01.2018;NA;0,553616089;0,500229714;0,527701812;0,588431977
18.01.2018;NA;0,539730269;0,481289259;0,512914437;0,558434508
19.01.2018;NA;0,552632917;0,507940561;0,580758121;0,583323303
20.01.2018;NA;0,496530534;0,464396784;0,49634093;0,530426916
21.01.2018;NA;0,552806342;0,472436436;0,512750712;0,53294839
22.01.2018;NA;0,539044952;0,500133458;0,583086739;0,563257034
23.01.2018;NA;0,536151903;0,480576308;0,549170751;0,569757597
24.01.2018;NA;0,491111198;0,450831058;0,476058738;0,517464022
25.01.2018;NA;0,483684335;0,444240628;0,46824661;0,510604519
26.01.2018;NA;0,478914327;0,439132766;0,462842795;0,507442358
27.01.2018;NA;0,476396498;0,438243063;0,460362495;0,506777337
28.01.2018;NA;0,472016999;0,42818307;0,449285468;0,504445643
29.01.2018;NA;0,467858811;0,418083608;0,437123689;0,501297202
30.01.2018;NA;0,465870208;0,4138977;0,431594741;0,498401948
31.01.2018;NA;0,463804065;0,407925173;0,426576015;0,497619632
01.02.2018;NA;0,466157286;0,42143089;0,447572417;0,495364223
02.02.2018;NA;0,467253469;0,420421719;0,451694373;0,496650883
03.02.2018;NA;0,464255855;0,41731843;0,447751955;0,49761702
04.02.2018;NA;0,467692393;0,428419892;0,463879977;0,499977711
05.02.2018;NA;0,462173202;0,401945164;0,435225871;0,500890115
06.02.2018;NA;0,46321283;0,411171033;0,442115622;0,499310955
07.02.2018;NA;0,458614077;0,378387101;0,40397249;0,497098644
08.02.2018;NA;0,45656381;0,387091089;0,425210979;0,494066174
09.02.2018;NA;0,461464383;0,413462534;0,469927695;0,483039911
10.02.2018;NA;0,470364659;0,440774589;0,493645916;0,490258699
11.02.2018;NA;0,489426416;0,467248201;0,506130383;0,524685738
12.02.2018;NA;0,507029751;0,478462057;0,512199639;0,553206058
13.02.2018;NA;0,487472612;0,456551684;0,488080753;0,534637868
14.02.2018;NA;0,470861036;0,396012401;0,389545224;0,524284289
15.02.2018;NA;0,466789018;0,282283159;0,325184157;0,532289629
16.02.2018;NA;0,59523572;0,369184399;0,463516504;0,582741998
17.02.2018;NA;0,515590095;0,440462563;0,481098426;0,574084006
18.02.2018;NA;0,505533903;0,454235219;0,473609111;0,562002473
19.02.2018;NA;0,4946474;NA;0,462309732;0,555537709
20.02.2018;NA;0,489015051;NA;0,40838281;0,546462145
21.02.2018;NA;0,486108733;NA;0,377749662;0,539460373
22.02.2018;NA;0,482098635;NA;0,37500066;0,538126925
23.02.2018;NA;0,477216385;NA;0,364948965;0,534362034
24.02.2018;NA;0,473163868;NA;NA;0,530733346
25.02.2018;NA;0,468903041;NA;NA;0,527099761
26.02.2018;NA;0,46406136;NA;NA;0,524108274
27.02.2018;NA;0,450615358;NA;NA;0,519294981
28.02.2018;NA;0,436730601;NA;NA;0,512225928
01.03.2018;NA;0,416172583;NA;NA;0,490873707
02.03.2018;NA;0,396835539;NA;NA;0,458488186
03.03.2018;NA;0,391209609;NA;NA;0,480796847
04.03.2018;NA;0,412835331;NA;NA;0,527917821
05.03.2018;NA;0,445107513;NA;0,340898086;0,539856778
06.03.2018;NA;0,460003616;NA;0,353120516;0,543582026
07.03.2018;NA;0,457474647;NA;0,382278922;0,547910707
08.03.2018;NA;0,447492147;NA;0,370639656;0,542059593
09.03.2018;NA;0,438431941;NA;0,359818328;0,52966301
10.03.2018;NA;0,434846702;NA;0,358627829;0,523928111
11.03.2018;NA;0,436211323;NA;0,364718347;0,521804852
12.03.2018;NA;0,439805537;0,358880721;0,376426822;0,524949614
13.03.2018;NA;0,434423731;0,35229538;0,365527157;0,525122382
14.03.2018;NA;0,440564344;0,36237316;0,378042646;0,526068146
15.03.2018;NA;0,435963704;0,357217977;0,368035825;0,525074392
16.03.2018;NA;0,443906045;0,368921078;0,400005138;0,531835531
17.03.2018;NA;0,436068597;0,359523686;0,386054956;0,527258399
18.03.2018;NA;0,442088436;0,367276278;0,397657309;0,529710864
19.03.2018;NA;0,442210096;0,366594294;0,399551093;0,533189724
20.03.2018;NA;0,442685872;0,3698518;0,410990567;0,540850245
21.03.2018;NA;0,446106673;0,378355639;0,415909812;0,554336845
22.03.2018;NA;0,441359287;0,368801179;0,395544582;0,542238411
23.03.2018;NA;0,445693271;0,374960987;0,412064705;0,54411102
24.03.2018;NA;0,439808971;0,366759447;0,401644699;0,542012931
25.03.2018;NA;0,432726019;0,357452134;0,38674228;0,533871687
26.03.2018;NA;0,430790823;0,353688425;0,37833073;0,519646442
27.03.2018;NA;0,430081009;0,356113166;0,383436761;0,518662677
28.03.2018;NA;0,447658419;0,380156704;0,427824634;0,533804885
29.03.2018;NA;0,476499634;0,391874025;0,436378497;0,568694613
30.03.2018;NA;0,450177804;0,376855305;0,41335852;0,550684122
31.03.2018;NA;0,448311384;0,387107267;0,4192907;0,549182487
01.04.2018;NA;0,465446431;0,416108887;0,444455541;0,571584199
02.04.2018;NA;0,458990849;0,402896271;0,423053681;0,572736209
03.04.2018;NA;0,444325763;0,388804766;0,403867146;0,560767992
04.04.2018;NA;0,434391466;0,379337156;0,379479387;0,542197425
05.04.2018;NA;0,42704906;0,369237863;0,357192326;0,520927581
06.04.2018;NA;0,430650261;0,378372704;0,372435639;0,510141694
07.04.2018;NA;0,423233772;0,35618852;0,339787407;0,491403003
08.04.2018;NA;0,41556876;0,342135778;0,307834217;0,466113664
09.04.2018;NA;0,408537881;0,324533926;0,286214125;0,446967881
10.04.2018;NA;0,402186379;0,310526505;0,270849232;0,431183429
11.04.2018;NA;0,398692444;0,315557769;0,258083182;0,416103492
12.04.2018;NA;0,396109671;0,302668436;0,242681057;0,399618612
13.04.2018;NA;0,39287388;0,286912659;0,226440816;0,385220961
14.04.2018;NA;0,389097108;0,269419179;0,206828915;0,373362906
15.04.2018;NA;0,3856956;0,254230234;0,197816425;0,363068005
16.04.2018;NA;0,384807809;0,275053401;0,20476327;0,357263542
17.04.2018;NA;0,383840092;0,280405239;0,208032343;0,352642672
18.04.2018;NA;0,380126783;0,255727752;0,197270171;0,342801473
19.04.2018;NA;0,375477589;0,234030041;0,187631581;0,331870778
20.04.2018;NA;0,370969854;0,218406148;0,178622427;0,320232052
21.04.2018;NA;0,365773424;0,204702271;0,170800952;0,305695908
22.04.2018;NA;0,358855331;0,194621188;0,162971045;0,288126
23.04.2018;NA;0,35163139;0,186508788;0,156252842;0,268728727
24.04.2018;NA;0,345880708;0,186597309;0,152299222;0,255900072
25.04.2018;NA;0,339340953;0,181990795;0,147821098;0,242722734
26.04.2018;NA;0,336310263;0,216778555;0,14330627;0,233720048
27.04.2018;NA;0,338097414;0,212165587;0,140274423;0,228148521
28.04.2018;NA;0,334245672;0,197617237;0,135082954;0,221545005
29.04.2018;NA;0,33762685;0,186626054;0,129096544;0,21368215
30.04.2018;NA;0,33565769;0,180471501;0,122864608;0,205425062
01.05.2018;NA;0,330498724;0,177815413;0,119970598;0,202274241
02.05.2018;NA;0,330661977;0,169902172;0,119456336;0,200531064
03.05.2018;NA;0,326849986;0,16729593;0,117559626;0,195746357
04.05.2018;NA;0,324432119;0,165450926;0,116138581;0,1956317
05.05.2018;NA;0,322248717;0,165391523;0,116044598;0,192456701
06.05.2018;NA;0,316161813;0,164025801;0,112505407;0,188470194
07.05.2018;NA;0,307991796;0,158542393;0,108736937;0,181852239
08.05.2018;NA;0,29940248;0,156054359;0,109320404;0,176049017
09.05.2018;NA;0,290388991;0,151338593;0,096312543;0,171039418
10.05.2018;NA;0,282897844;0,145604888;0,099159271;0,167173955
11.05.2018;NA;0,277155794;0,143961185;0,090006627;0,164596708
12.05.2018;NA;0,270595007;0,139670214;0,087863729;0,162408314
13.05.2018;NA;0,264524353;0,140122995;0,086243647;0,162985679
14.05.2018;NA;0,262547572;0,174001106;0,098115159;0,165834843
15.05.2018;NA;0,261488007;0,240298169;0,127816231;0,164375484
16.05.2018;NA;0,259082389;0,291602033;0,186689888;0,202679983
17.05.2018;NA;0,269379156;0,27498284;0,198061986;0,258402337
18.05.2018;NA;0,333700718;0,238491627;0,190216974;0,281632463
19.05.2018;NA;0,344270205;0,245704142;0,192810852;0,288524305
20.05.2018;NA;0,385777813;0,248529374;0,210808031;0,316269362
21.05.2018;NA;0,387452953;0,256678255;0,206665226;0,314589787
22.05.2018;NA;0,398381318;0,271212634;0,208600584;0,319312828
23.05.2018;NA;0,451575903;0,296769516;0,251541394;0,339512336
24.05.2018;NA;0,473686829;0,295648305;0,256751801;0,338467747
25.05.2018;NA;0,464238531;0,28824155;0,243310412;0,329985716
26.05.2018;NA;0,452384583;0,264232072;0,214840324;0,318113652
27.05.2018;NA;0,434599126;0,241220794;0,193235119;0,305305997
28.05.2018;NA;0,416569462;0,236145999;0,181488752;0,295040932
29.05.2018;NA;0,433319716;0,257708865;0,189464318;0,309106152
30.05.2018;NA;0,503814747;0,314019986;0,232421009;0,353782909
31.05.2018;NA;0,462199786;0,307184609;0,216141772;0,317550966
01.06.2018;NA;0,473782219;0,358500037;0,239268768;0,32874565
02.06.2018;NA;0,462671614;0,332858903;0,210740681;0,318014806
03.06.2018;NA;0,452879595;0,298771159;0,190322655;0,304948429
04.06.2018;NA;0,437064466;0,254766106;0,169567734;0,280777721
05.06.2018;NA;0,422403295;0,220803425;0,150112924;0,250914317
06.06.2018;NA;0,405599252;0,197916829;0,135474978;0,229225479
07.06.2018;NA;0,3947397;0,201918763;0,132584762;0,218965518
08.06.2018;NA;0,40453222;0,243874826;0,142266588;0,234013261
09.06.2018;NA;0,427282799;0,27245761;0,158828931;0,25547521
10.06.2018;NA;0,417802594;0,274133006;0,170852627;0,242603274
11.06.2018;NA;0,409673729;0,237499688;0,159709406;0,228955474
12.06.2018;NA;0,441268796;0,264143848;0,17012929;0,245263524
13.06.2018;NA;0,627940349;0,359063917;0,246400091;0,444791003
14.06.2018;NA;0,500343104;0,32543632;0,213181334;0,319178771
15.06.2018;NA;0,477460325;0,300396335;0,198487463;0,303572092
16.06.2018;NA;0,456992754;0,259197428;0,177423532;0,281781951
17.06.2018;NA;0,452615981;0,259657513;0,17655412;0,266361254
18.06.2018;NA;0,490990267;0,334577562;0,22553856;0,300789687
19.06.2018;NA;0,466937256;0,29875772;0,204103218;0,288632017
20.06.2018;NA;0,448021367;0,255158999;0,18167844;0,266654045
21.06.2018;NA;0,427338637;0,219133023;0,160662302;0,243103845
22.06.2018;NA;0,410307143;0,199669907;0,147627217;0,22356176
23.06.2018;NA;0,397200849;0,187996736;0,138803419;0,212226455
24.06.2018;NA;0,384771268;0,182209874;0,130003179;0,203661199
25.06.2018;NA;0,377298543;0,215525653;0,128346055;0,199745445
26.06.2018;NA;0,373101386;0,213146507;0,128710687;0,19958962
27.06.2018;NA;0,369796203;0,203747581;0,124514747;0,198243495
28.06.2018;NA;0,368086632;0,227104707;0,138769745;0,208750372
29.06.2018;NA;0,370061045;0,275273493;0,180839738;0,225240712
30.06.2018;NA;0,371211735;0,258932914;0,170877773;0,218396068
01.07.2018;NA;0,369047973;0,232715038;0,151966272;0,211188048
02.07.2018;NA;0,36511352;0,210695432;0,134457003;0,203177348
03.07.2018;NA;0,35994612;0,195626546;0,121425845;0,196889737
04.07.2018;NA;0,355554207;0,186807453;0,115085522;0,193236693
05.07.2018;NA;0,350854423;0,180271294;0,111075259;0,189988877
06.07.2018;NA;0,357124154;0,240331976;0,155707751;0,208628521
07.07.2018;NA;0,356406954;0,257300292;0,166767112;0,212348722
08.07.2018;NA;0,353544615;0,232927459;0,149484378;0,201919105
09.07.2018;NA;0,350414138;0,215686367;0,133845683;0,19475514
10.07.2018;NA;0,346946795;0,200198415;0,124175414;0,189385066
11.07.2018;NA;0,344232009;0,212018683;0,136494716;0,186191051
12.07.2018;NA;0,340019037;0,196975475;0,120205606;0,184224026
13.07.2018;NA;0,333961549;0,191391722;0,109443667;0,180782287
14.07.2018;NA;0,32597876;0,177498335;0,101651151;0,176443992
15.07.2018;NA;0,31696345;0,166204025;0,0953337;0,172203369
16.07.2018;NA;0,308219252;0,157199888;0,092464131;0,168639837
17.07.2018;NA;0,30299816;0,153194808;0,09368911;0,166237703
18.07.2018;NA;0,298413611;0,152521208;0,095907247;0,164793039
19.07.2018;NA;0,290074696;0,145259403;0,089709358;0,160903223
20.07.2018;NA;0,280686658;0,136640894;0,085573609;0,154711913
21.07.2018;NA;0,276949185;0,149436295;0,090121668;0,152736241
22.07.2018;NA;0,276605551;0,22989701;0,143362536;0,162638471
23.07.2018;NA;0,338106418;0,23776387;0,164573212;0,176824595
24.07.2018;NA;0,309285645;0,210913125;0,140035899;0,164839471
25.07.2018;NA;0,292062136;0,204483709;0,125150529;0,162637389
26.07.2018;NA;0,280799719;0,220245959;0,132677538;0,163123205
27.07.2018;NA;0,273619935;0,190207665;0,107952747;0,160193375
28.07.2018;NA;0,267662845;0,168652646;0,093819974;0,157763702
29.07.2018;NA;0,262078803;0,153882248;NA;0,15350698
30.07.2018;NA;NA;0,140141759;NA;0,146838601
31.07.2018;NA;NA;0,129237171;NA;0,140381614
01.08.2018;NA;NA;0,122860123;NA;0,134683958
02.08.2018;NA;NA;0,129262066;NA;0,110347799
03.08.2018;NA;NA;0,106389121;NA;0,085141231
04.08.2018;NA;NA;0,098499001;NA;0,079651243
05.08.2018;NA;NA;0,092695815;NA;0,077439014
06.08.2018;NA;NA;NA;NA;0,07434804
07.08.2018;NA;NA;NA;NA;0,083110993
08.08.2018;NA;NA;NA;NA;NA
09.08.2018;NA;NA;NA;NA;NA
10.08.2018;NA;NA;NA;NA;NA
11.08.2018;NA;NA;NA;NA;NA
12.08.2018;NA;NA;NA;NA;NA
13.08.2018;NA;NA;NA;NA;NA
14.08.2018;NA;NA;NA;NA;NA
15.08.2018;NA;NA;NA;NA;NA
16.08.2018;NA;NA;NA;NA;NA
17.08.2018;NA;NA;NA;NA;NA
18.08.2018;NA;NA;NA;NA;NA
19.08.2018;NA;NA;NA;NA;NA
20.08.2018;NA;NA;NA;NA;NA
21.08.2018;NA;NA;NA;NA;NA
22.08.2018;NA;NA;NA;NA;NA
23.08.2018;NA;NA;NA;NA;NA
24.08.2018;NA;NA;NA;NA;NA
25.08.2018;NA;NA;NA;NA;NA
26.08.2018;NA;NA;NA;NA;NA
27.08.2018;NA;NA;NA;NA;NA
28.08.2018;NA;NA;NA;NA;NA
29.08.2018;NA;NA;NA;NA;NA
30.08.2018;NA;NA;NA;NA;NA
31.08.2018;NA;NA;NA;NA;NA
01.09.2018;NA;NA;NA;NA;NA
02.09.2018;NA;NA;NA;NA;NA
03.09.2018;NA;NA;NA;NA;NA
04.09.2018;NA;NA;NA;NA;NA
05.09.2018;NA;NA;NA;NA;NA
06.09.2018;NA;NA;NA;NA;NA
07.09.2018;NA;NA;NA;NA;NA
08.09.2018;NA;NA;NA;NA;NA
09.09.2018;NA;NA;NA;NA;NA
10.09.2018;NA;NA;NA;NA;NA
11.09.2018;NA;NA;NA;NA;NA
12.09.2018;NA;NA;NA;NA;NA
13.09.2018;NA;NA;NA;NA;NA
14.09.2018;NA;NA;NA;NA;NA
15.09.2018;NA;NA;NA;NA;NA
16.09.2018;NA;NA;NA;NA;NA
17.09.2018;NA;NA;NA;NA;NA
18.09.2018;NA;NA;NA;NA;NA
19.09.2018;NA;NA;NA;NA;NA
20.09.2018;NA;NA;NA;NA;NA
21.09.2018;NA;NA;NA;NA;NA
22.09.2018;NA;NA;NA;NA;NA
23.09.2018;NA;NA;NA;NA;NA
24.09.2018;NA;NA;NA;NA;NA
26.09.2018;NA;NA;NA;NA;NA
27.09.2018;NA;NA;NA;NA;NA
28.09.2018;NA;NA;NA;NA;NA
29.09.2018;NA;NA;NA;NA;NA
30.09.2018;NA;NA;NA;NA;NA
01.10.2018;NA;NA;NA;NA;NA
03.10.2018;NA;NA;NA;NA;NA
04.10.2018;NA;NA;NA;NA;NA
05.10.2018;NA;NA;NA;NA;NA
06.10.2018;NA;NA;NA;NA;NA
07.10.2018;NA;NA;NA;NA;NA
08.10.2018;NA;-0,075299802;-0,071954037;NA;NA
