GW_EB_EXdt;SM1;SM2;SM3;SM4;SM5
01.11.2017;0,338701001;0,459945286;0,421064712;0,356420172;0,487549836
02.11.2017;0,338476439;0,458785151;0,41925219;0,354406669;0,485111839
03.11.2017;0,347210147;0,472085355;0,436194049;0,367800129;0,497290927
04.11.2017;0,343000835;0,466834263;0,427318257;0,362807945;0,492154369
05.11.2017;0,353813025;0,481627466;0,455131638;0,386039478;0,513306608
06.11.2017;0,358154435;0,500338565;0,467524953;0,387836702;0,523920092
07.11.2017;0,353382566;0,483474501;0,463941348;0,387945419;0,517464298
08.11.2017;0,353934501;0,481997085;0,449524588;0,377612379;0,509923701
09.11.2017;0,347965365;0,469620711;0,437504829;0,367705462;0,499381125
10.11.2017;0,351478499;0,472718266;0,44218206;0,372260843;0,500102132
11.11.2017;0,383461179;0,506921763;0,481274961;0,407847714;0,528621119
12.11.2017;0,397908853;0,517758657;0,499084471;0,42263792;0,544779342
13.11.2017;0,369706138;0,490052436;0,462613847;0,390019642;0,517726653
14.11.2017;0,364179161;0,483397688;0,456858145;0,384601636;0,512090943
15.11.2017;0,355666644;0,476208381;0,444367716;0,374998093;0,504564579
16.11.2017;0,351012418;0,470273349;0,438410936;0,370979004;0,497704333
17.11.2017;0,349769787;0,471004543;0,440604819;0,372839129;0,496734874
18.11.2017;0,355773927;0,473619147;0,449630662;0,386539574;0,507199181
19.11.2017;0,360754103;0,479499828;0,451007155;0,382980863;0,508451941
20.11.2017;0,355385632;0,477230032;0,445946461;0,377527105;0,503795347
21.11.2017;0,382642229;0,500843173;0,460123889;0,38844929;0,516729438
22.11.2017;0,363628976;0,488244915;0,440803911;0,366180217;0,507042471
23.11.2017;0,354592426;0,477571612;0,415988936;0,299148588;0,497959356
24.11.2017;0,360766092;0,480701809;0,405323368;0,268089293;0,497655154
25.11.2017;0,381494434;0,499953724;0,467769284;0,370230228;0,522055939
26.11.2017;0,367465885;0,489857816;0,459672914;0,373655725;0,515352642
27.11.2017;0,360143296;0,480425397;0,45037423;0,364961158;0,508178685
28.11.2017;0,354926491;0,473640616;0,442859727;0,359506633;0,503021051
29.11.2017;0,356954597;0,477019385;0,443354244;0,359005952;0,502223684
30.11.2017;0,35932172;0,476139066;0,446143446;0,362349962;0,504458305
01.12.2017;0,357204767;0,473932185;0,442619134;0,359674326;0,50328515
02.12.2017;0,353447025;0,469620223;0,437782558;0,355848372;0,499675626
03.12.2017;0,350238049;0,466516007;0,433285632;0,352926306;0,496512447
04.12.2017;0,351505617;0,466647349;0,434951576;0,353562582;0,495944162
05.12.2017;0,356364807;0,471041013;0,440471609;0,357762894;0,500600394
06.12.2017;0,351996267;0,46600907;0,435015866;0,34227785;0,495019184
07.12.2017;0,34568225;0,462794663;0,424060591;NA;0,482256926
08.12.2017;0,354493774;0,465523359;0,428968798;0,215820246;0,481579594
09.12.2017;0,357819514;0,461554669;0,436360002;0,283506664;0,498162114
10.12.2017;0,359256558;0,468240495;0,444485703;0,314469991;0,504942501
11.12.2017;0,374947351;0,47911123;0,475523941;0,378432935;0,523060058
12.12.2017;0,380743034;0,497483991;0,476742367;0,406650738;0,53919134
13.12.2017;0,363479773;0,476127036;0,445146111;0,347012393;0,51185119
14.12.2017;0,35806712;0,479752982;0,436588713;0,338539118;0,505131428
15.12.2017;0,360564496;0,473967447;0,441719488;0,345846587;0,507421375
16.12.2017;0,357494983;0,469472302;0,436881048;0,339475734;0,503252264
17.12.2017;0,35705668;0,465652342;0,438057914;0,339822648;0,50231606
18.12.2017;0,358199704;0,46477458;0,439210308;0,34101701;0,503214049
19.12.2017;0,35909405;0,467611115;0,439866051;0,341596108;0,504540691
20.12.2017;0,359213774;0,465010536;0,441149881;0,342398079;0,505195393
21.12.2017;0,359814633;0,468246675;0,441903069;0,34206565;0,506586236
22.12.2017;0,362747256;0,474196389;0,449473601;0,348272342;0,511992209
23.12.2017;0,362870768;0,471558384;0,451166813;0,349780505;0,51270251
24.12.2017;0,359500339;0,463894577;0,444169599;0,345100477;0,506978039
25.12.2017;0,354121106;0,460891558;0,431226229;0,335736795;0,49942198
26.12.2017;0,348216831;0,456312648;0,421430686;0,328900747;0,491323219
27.12.2017;0,345778758;0,452018344;0,415283585;0,325547362;0,485958895
28.12.2017;0,350278736;0,449717425;0,420327434;0,331016796;0,488921901
29.12.2017;0,352069199;0,450613537;0,426429684;0,334555974;0,493027606
30.12.2017;0,35421574;0,462527888;0,433595498;0,336048144;0,496080911
31.12.2017;0,357800508;0,462338869;0,446860148;0,350260353;0,504285511
01.01.2018;0,359568699;0,463562066;0,447827411;0,348079545;0,503813284
02.01.2018;0,359961215;0,464347168;0,446401089;0,346832924;0,502394407
03.01.2018;0,381077225;0,485412223;0,475451173;0,359749447;0,516664003
04.01.2018;0,377170461;0,496929336;0,469319952;0,367926642;0,527637877
05.01.2018;0,378651156;0,493364451;0,468681222;0,362244598;0,521785306
06.01.2018;0,369842663;0,480835255;0,455536512;0,352263225;0,51075075
07.01.2018;0,36574442;0,478111715;0,449339645;0,347758652;0,507878392
08.01.2018;0,36102712;0,475144616;0,44307167;0,343846304;0,503804215
09.01.2018;0,359880437;0,471351374;0,4416403;0,343754808;0,503640306
10.01.2018;0,358595266;0,471574281;0,440954745;0,34467071;0,504670698
11.01.2018;0,354677619;0,466134837;0,42981211;0,334658147;0,497768173
12.01.2018;0,357799435;0,470129427;0,435355715;0,338237235;0,501257885
13.01.2018;0,356005153;0,468513984;0,438873192;0,340925198;0,5026138
14.01.2018;0,350548422;0,462717183;0,425227712;0,33163992;0,496097341
15.01.2018;0,345707815;0,457190353;0,41094906;0,319802859;0,487742405
16.01.2018;0,36808389;0,46396843;0,411118809;0,337457344;0,495881406
17.01.2018;0,384196699;0,485716;0,459380336;0,369284122;0,523585856
18.01.2018;0,377118687;0,479604058;0,458907695;0,359305319;0,517913876
19.01.2018;0,383454001;0,49209567;0,464153203;0,363099742;0,52496342
20.01.2018;0,377617796;0,484591294;0,463071111;0,356747447;0,517506805
21.01.2018;0,37707841;0,487188272;0,462624041;0,358557267;0,522404882
22.01.2018;0,377897865;0,488195027;0,46444119;0,358369253;0,522973954
23.01.2018;0,379459426;0,491319085;0,467421883;0,359104648;0,523927858
24.01.2018;0,376022206;0,482970187;0,461245485;0,353224478;0,517559497
25.01.2018;0,374154084;0,479795043;0,45861749;0,351896599;0,515515068
26.01.2018;0,372550948;0,476947318;0,457372976;0,351169505;0,51439885
27.01.2018;0,371115319;0,474948864;0,456581713;0,350870147;0,513706146
28.01.2018;0,369965161;0,475865174;0,454581966;0,350758578;0,513035641
29.01.2018;0,369482051;0,477369162;0,454757486;0,350987562;0,512995485
30.01.2018;0,371193747;0,476874257;0,454913336;0,351292548;0,512908482
31.01.2018;0,371566157;0,478906836;0,454850036;0,35221094;0,513147256
01.02.2018;0,372929824;0,480166165;0,455443866;0,352257681;0,514508014
02.02.2018;0,373191062;0,47559757;0,455443976;0,352351986;0,51414086
03.02.2018;0,371807491;0,474438554;0,455009166;0,352304765;0,513696719
04.02.2018;0,368986247;0,474161846;0,451958454;0,351847571;0,513361221
05.02.2018;0,364281021;0,471235819;0,448206434;0,34947195;0,512191144
06.02.2018;0,359824406;0,470933957;0,44315857;0,345117647;0,508095357
07.02.2018;0,356780645;0,469140962;0,437594956;0,342627519;0,505414452
08.02.2018;0,354998594;0,469464503;0,43559915;0,340812806;0,502382576
09.02.2018;0,355633516;0,4695884;0,437058157;0,341096409;0,501910363
10.02.2018;0,356011392;0,470309972;0,437976419;0,340853705;0,501578177
11.02.2018;0,358109305;0,467410323;0,438636907;0,341228522;0,502407558
12.02.2018;0,360351256;0,465027839;0,439823489;0,341989837;0,503286999
13.02.2018;0,36273248;0,462807038;0,442568159;0,343833772;0,504720634
14.02.2018;0,363122354;0,462960478;0,442160207;0,344643542;0,506286817
15.02.2018;0,361796677;0,464440799;0,440285709;0,343665992;0,50784138
16.02.2018;0,382369022;0,485246472;0,444403527;0,3810415;0,535284025
17.02.2018;0,377535421;0,483380596;0,446638069;0,363501849;0,525845219
18.02.2018;0,37631051;0,481236857;0,448743788;0,360963782;0,522141525
19.02.2018;0,374209829;0,477659805;0,448344885;0,358684679;0,519314488
20.02.2018;0,372846677;0,475478511;0,448093615;0,358320114;0,517451357
21.02.2018;0,37286351;0,474817007;0,447176259;0,357590075;0,516218124
22.02.2018;0,371120344;0,473832521;0,446059752;0,355911574;0,515293715
23.02.2018;0,368149187;0,471883065;0,445287903;0,353310768;0,513057586
24.02.2018;0,367035024;0,470770706;0,444495253;0,351577748;0,510756205
25.02.2018;0,365343803;0,470580102;0,442553449;0,350779322;0,509137984
26.02.2018;0,363900881;0,468826706;0,434873711;0,349255707;0,507727302
27.02.2018;0,361729668;0,467570888;0,415247735;0,346252796;0,505253451
28.02.2018;0,358823886;0,465178202;0,403622357;0,340799402;0,500970537
01.03.2018;0,354434483;0,460926287;0,394174855;0,334287168;0,49511542
02.03.2018;0,352111078;0,458984726;0,38170104;0,329508702;0,490727821
03.03.2018;0,350899059;0,457130153;0,376103472;0,325569062;0,487916067
04.03.2018;0,349926742;0,452530866;0,376693201;0,329079094;0,487248689
05.03.2018;0,362196004;0,462236337;0,384944153;0,340469529;0,493453695
06.03.2018;0,374468653;0,474873999;0,412858242;0,351428994;0,503309794
07.03.2018;0,375403413;0,479226568;0,450076987;0,361494378;0,509634707
08.03.2018;0,376688141;0,481087006;0,478641228;0,36520559;0,51237453
09.03.2018;0,37849667;0,48509641;0,489342096;0,370558487;0,515617263
10.03.2018;0,383754375;0,486155299;0,491052288;0,383345598;0,52337666
11.03.2018;0,382005518;0,485447247;0,493023006;0,387378408;0,527341202
12.03.2018;0,390761388;0,491101711;0,508389089;0,395736937;0,532108877
13.03.2018;0,400510687;0,49852936;0,514028371;0,394187819;0,532713314
14.03.2018;0,406522991;0,506707188;0,521880015;0,404662578;0,538028007
15.03.2018;0,39264206;0,500599206;0,512098305;0,394524413;0,532006622
16.03.2018;0,401401733;0,504699983;0,520609013;0,401013314;0,537454214
17.03.2018;0,394443303;0,501453252;0,518835042;0,40012369;0,535133446
18.03.2018;0,377007808;0,488765475;0,496446105;0,38188692;0,526962303
19.03.2018;0,368771214;0,487086115;0,486208288;0,372123816;0,519856664
20.03.2018;0,364630892;0,484579985;0,482034187;0,369585651;0,517650985
21.03.2018;0,360284219;0,483229326;0,476384205;0,366296113;0,516494865
22.03.2018;0,360003784;0,479120917;0,469721962;0,360772466;0,513183044
23.03.2018;0,363278056;0,4761578;0,470227747;0,358517399;0,510436232
24.03.2018;0,373776151;0,481170986;0,493854728;0,36457519;0,514679854
25.03.2018;0,39166606;0,498573647;0,512570043;0,384674801;0,527824299
26.03.2018;0,384347626;0,492319151;0,49881994;0,379145055;0,525881731
27.03.2018;0,390963376;0,494915925;0,507289647;0,384322439;0,528115757
28.03.2018;0,403928613;0,499945976;0,520065997;0,400565578;0,538784673
29.03.2018;0,410229726;0,508272667;0,525467999;0,409547802;0,542879891
30.03.2018;0,399559512;0,504732687;0,51967008;0,401719932;0,539929832
31.03.2018;0,403992086;0,506842262;0,523365956;0,406932341;0,544131538
01.04.2018;0,393496379;0,498366572;0,514773891;0,392537461;0,536471815
02.04.2018;0,408555987;0,512009003;0,535000025;0,410203904;0,546627844
03.04.2018;0,410180063;0,527865657;0,503315066;0,43972976;0,567754376
04.04.2018;0,363785282;0,49774892;0,462340388;0,363060587;0,52825679
05.04.2018;0,366158212;0,485774429;0,457889748;0,354894346;0,518570712
06.04.2018;0,366322597;0,487633312;0,460199477;0,352761163;0,518995028
07.04.2018;0,351936074;0,476783596;0,439231334;0,33105673;0,503669443
08.04.2018;0,334776171;0,465205164;0,418192168;0,308425534;0,48934494
09.04.2018;0,317543082;0,453880863;0,398650658;0,292176384;0,475263448
10.04.2018;0,293346817;0,44567741;0,384056862;0,272019268;0,463816997
11.04.2018;0,250974458;0,436402713;0,364350489;0,242314852;0,449549755
12.04.2018;0,221032162;0,428431296;0,346691552;0,221883708;0,437739428
13.04.2018;0,207705296;0,421980528;0,33287058;0,208244917;0,427259363
14.04.2018;0,195013473;0,412073984;0,319454433;0,19207531;0,41678067
15.04.2018;0,185943065;0,402499059;0,304362843;0,176074266;0,407310202
16.04.2018;0,318451256;0,412877115;0,397941946;0,30758588;0,432395853
17.04.2018;0,296399812;0,434311166;0,397533286;0,293039276;0,463271341
18.04.2018;0,241202372;0,423922044;0,362679296;0,248658176;0,444442274
19.04.2018;0,197535831;0,409822278;0,331472167;0,203131625;0,423052564
20.04.2018;0,178146705;0,393261523;0,297776536;0,170553653;0,403448099
21.04.2018;0,16602355;0,375880633;0,265029235;0,151784754;0,387247159
22.04.2018;0,158964494;0,357009304;0,241101896;0,139603738;0,374031293
23.04.2018;0,155676841;0,336743748;0,221199104;0,130490179;0,362103734
24.04.2018;0,183476834;0,319762706;0,220013745;0,133429615;0,355127503
25.04.2018;0,162469397;0,298785679;0,207351878;0,12420485;0,342694412
26.04.2018;0,216845827;0,279282229;0,233973608;0,141458328;0,335183184
27.04.2018;0,18838041;0,27089691;0,233370417;0,143034013;0,328326025
28.04.2018;0,162835692;0,259884236;0,205340388;0,130091261;0,321642653
29.04.2018;0,153142022;0,254039272;0,185368413;0,118530725;0,312147965
30.04.2018;0,148168727;0,246165969;0,172715074;0,110651176;0,302043896
01.05.2018;0,14470476;0,241059637;0,165245839;0,104631111;0,294053211
02.05.2018;0,144802743;0,236432188;0,162876496;0,102995299;0,289256105
03.05.2018;0,144603899;0,231888628;0,159476209;0,100466418;0,283578322
04.05.2018;0,16393543;0,22131972;0,195417257;0,124027677;0,276819271
05.05.2018;0,157729332;0,220080729;0,195241689;0,12055213;0,276567145
06.05.2018;0,149859283;0,218546517;0,183407105;0,112231338;0,27291874
07.05.2018;0,142160284;0,215716273;0,167365093;0,102697122;0,263536751
08.05.2018;0,13707266;0,20941124;0,157077904;0,096442336;0,254188108
09.05.2018;0,136207719;0,203712389;0,156451385;0,09523338;0,246784458
10.05.2018;0,151193325;0,198267831;0,190603401;0,112401818;0,24232613
11.05.2018;0,157570957;0,196206891;0,216685447;0,1248712;0,236922569
12.05.2018;0,143684538;0,196192911;0,194283606;0,111360766;0,236879886
13.05.2018;0,14004194;0,195053399;0,18415317;0,107593187;0,236187878
14.05.2018;0,153584929;0,206328488;0,213201139;0,122314959;0,229615174
15.05.2018;0,220790734;0,369335527;0,307661513;0,185196397;0,266770338
16.05.2018;0,24626828;0,399881548;0,317721348;0,203519759;0,359279591
17.05.2018;0,246793557;0,405363735;0,317627192;0,205466532;0,370816906
18.05.2018;0,243014546;0,399242857;0,316861335;0,205683263;0,370101127
19.05.2018;0,263111715;0,429251056;0,328405481;0,220667797;0,397932656
20.05.2018;0,260062447;0,420266265;0,325297069;0,220713006;0,39160931
21.05.2018;0,2440868;0,410056818;0,31998087;0,215468473;0,384039206
22.05.2018;0,245735759;0,420342505;0,326410654;0,22462213;0,39661211
23.05.2018;0,270937388;0,439872424;0,336835407;0,234511589;0,410195045
24.05.2018;0,274183972;0,434250028;0,337390904;0,23380823;0,404807375
25.05.2018;0,233513797;0,405259269;0,325711829;0,218563411;0,38644782
26.05.2018;0,189108003;0,376138394;0,309108765;0,202724207;0,370715968
27.05.2018;0,16436111;0,353185439;0,285690677;0,189273045;0,358756504
28.05.2018;0,156785247;0,331985956;0,275302969;0,176884061;0,351026918
29.05.2018;0,151290653;0,310791878;0,25742046;0,160935622;0,342803544
30.05.2018;0,172452673;0,276244329;0,314042094;0,169247734;0,338570267
31.05.2018;0,185308981;0,275154518;0,330360759;0,188538389;0,34310598
01.06.2018;0,212095429;0,345848713;0,350023567;0,221121293;0,375256831
02.06.2018;0,175698181;0,327355757;0,333244825;0,214438121;0,367526091
03.06.2018;0,155896227;0,300385933;0,307739601;0,193848781;0,357101417
04.06.2018;0,147138859;0,268702461;0,271820841;0,170834414;0,346720755
05.06.2018;0,145628059;0,249439242;0,255264389;0,16161075;0,337891809
06.06.2018;0,168506903;0,231152366;0,290092743;0,16501769;0,329923861
07.06.2018;0,196950983;0,22572865;0,330115044;0,184380226;0,326880233
08.06.2018;0,177956074;0,22090353;0,321285791;0,182573253;0,326833237
09.06.2018;0,168372927;0,21821263;0,323149905;0,182543489;0,324841732
10.06.2018;0,202380007;0,216760036;0,356204211;0,221870359;0,324531064
11.06.2018;0,178743132;0,21242323;0,339863717;0,218216023;0,336846004
12.06.2018;0,20224768;0,25984361;0,353289707;0,241569203;0,389558749
13.06.2018;0,286211155;0,363788934;0,391902655;0,294129205;0,464861145
14.06.2018;0,257432039;0,351631965;0,369175558;0,26813479;0,420117679
15.06.2018;0,242847417;0,343406079;0,358554091;0,241541811;0,401453019
16.06.2018;0,226684597;0,331745379;0,342618229;0,203333276;0,384450922
17.06.2018;0,23599937;0,328742166;0,341614503;0,191260315;0,381150507
18.06.2018;0,279393946;0,364419017;0,377916189;0,259147029;0,437040125
19.06.2018;0,261971205;0,350192071;0,363587381;0,234781422;0,404443903
20.06.2018;0,245906554;0,343092925;0,354711355;0,198996809;0,386309799
21.06.2018;0,243304304;0,342231083;0,34698775;0,173259492;0,384949731
22.06.2018;0,286386922;0,377182476;0,389472475;0,240298907;0,434500888
23.06.2018;0,26741325;0,360294609;0,372859307;0,221510093;0,40307724
24.06.2018;0,253244698;0,349479157;0,358462384;0,196352037;0,390235557
25.06.2018;0,294182868;0,35803138;0,38448795;0,240122734;0,409428912
26.06.2018;0,277499319;0,355415989;0,372442138;0,226286311;0,40437973
27.06.2018;0,287773095;0,349831148;0,372930826;0,228656507;0,396642986
28.06.2018;0,33401083;0,38533372;0,419053373;0,284261296;0,45682063
29.06.2018;0,314718642;0,383895772;0,397845885;0,264979771;0,448194663
30.06.2018;0,290470017;0,36505603;0,376846269;0,232251819;0,414688273
01.07.2018;0,253114618;0,350503141;0,354615094;0,18703229;0,39298852
02.07.2018;0,214690167;0,336719435;0,325449572;0,156067947;0,375967795
03.07.2018;0,195490612;0,325703813;0,300633219;0,143232356;0,364774625
04.07.2018;0,193575152;0,318117263;0,29118698;0,141229148;0,358214399
05.07.2018;0,211832382;0,311075547;0,307474176;0,147000091;0,35273249
06.07.2018;0,316870095;0,373967272;0,410466206;0,250440364;0,440634538
07.07.2018;0,302875356;0,387197177;0,389992945;0,250854316;0,454674934
08.07.2018;0,283881951;0,367485797;0,376021866;0,233005995;0,418341717
09.07.2018;0,250365357;0,356544521;0,362112275;0,205105738;0,400210589
10.07.2018;0,217276654;0,343365418;0,345059598;0,174699463;0,384885699
11.07.2018;0,290695089;0,361282068;0,411370757;0,253468221;0,414286901
12.07.2018;0,248648175;0,353389693;0,380875471;0,222013213;0,407321246
13.07.2018;0,212486979;0,336186598;0,355468359;0,186767469;0,394546593
14.07.2018;0,191451948;0,319328882;0,328370847;0,164408085;0,384673036
15.07.2018;0,255276851;0,350366586;0,3925366;0,238921166;0,415319463
16.07.2018;0,28285352;0,377034728;0,408377437;0,258902302;0,451823397
17.07.2018;0,249807198;0,360659364;0,382401758;0,233806608;0,428032749
18.07.2018;0,227443786;0,344711156;0,367732723;0,21334703;0,411552445
19.07.2018;0,194393127;0,320822728;0,333214359;0,178452727;0,390842256
20.07.2018;0,175707413;0,300867001;0,30087956;0,158505999;0,373356082
21.07.2018;0,196627958;0,28676964;0,325417733;0,182244419;0,365865597
22.07.2018;0,280093242;0,353301495;0,405221828;0,245092019;0,356476121
23.07.2018;0,299847254;0,408127419;0,41936111;0,272116777;0,464965789
24.07.2018;0,256799287;0,374878544;0,384538356;0,23356095;0,431024466
25.07.2018;0,218066588;0,347193733;0,363811861;0,188487303;0,391825852
26.07.2018;0,222796724;0,338242477;0,355982613;0,172432944;0,371082529
27.07.2018;0,191212799;0,330263145;0,314183706;0,152124682;0,361468198
28.07.2018;0,173687013;0,321638566;0,278606445;0,135375695;0,353306455
29.07.2018;0,181377758;0,314511119;0,262141297;0,132958087;0,347766696
30.07.2018;0,165649989;0,305307152;0,238164913;0,1162444;0,338878723
31.07.2018;0,153756497;0,295563253;0,214808483;0,099567128;0,329940854
01.08.2018;0,146706668;0,284753062;0,200170164;0,086445499;0,321461849
02.08.2018;0,142347709;0,27853472;0,194936187;0,081700278;0,311105889
03.08.2018;0,173925305;0,327289329;0,208878616;0,10000647;0,319137838
04.08.2018;0,15199586;0,311438466;0,193827969;0,083695156;0,307811451
05.08.2018;0,139228252;0,296510962;0,18556937;0,072628221;0,298221471
06.08.2018;0,133250103;0,283337312;0,18057476;0,063645801;0,290815727
07.08.2018;0,122485212;0,269646557;0,174748243;0,045037001;0,275850843
08.08.2018;0,126762532;0,258270376;0,177678428;0,033045534;0,266811489
09.08.2018;0,176347918;0,273445708;0,215573487;0,068344003;0,284624595
10.08.2018;0,233363205;0,363048422;0,302569535;0,111775254;0,337605125
11.08.2018;0,21474073;0,35504139;0,292155292;0,102553285;0,334322723
12.08.2018;0,202406025;0,343602562;0,280005425;0,083817321;0,328541138
13.08.2018;0,204836281;0,336728758;0,293136427;0,072335066;0,324448281
14.08.2018;0,248819823;0,356401589;0,331314544;0,084586993;0,327759522
15.08.2018;0,238555557;0,35445344;0,31982186;0,068487821;0,329682593
16.08.2018;0,214725626;0,343713426;0,305958043;0,045526561;0,329357295
17.08.2018;0,190982878;0,335146436;0,288037397;0,032268549;0,323812784
18.08.2018;0,176336582;0,328350151;0,270644958;0,027707893;0,319773381
19.08.2018;0,162357637;0,320533329;0,250841178;0,020337875;0,316723874
20.08.2018;0,15266118;0,312993431;0,232746531;0,017557327;0,312971695
21.08.2018;0,142732616;0,303852189;0,215938674;0,012412992;0,302373968
22.08.2018;0,132811107;0,290997398;0,203276619;0,010432793;0,291314798
23.08.2018;0,156458163;0,336123429;0,204327341;0,047523383;0,329734541
24.08.2018;0,216103011;0,379218797;0,271400814;0,087267049;0,362448951
25.08.2018;0,238357818;0,382992071;0,318273046;0,102689558;0,374163228
26.08.2018;0,241085896;0,379930768;0,324415094;0,103023256;0,388925623
27.08.2018;0,223398477;0,363019794;0,311252723;0,083497087;0,371539662
28.08.2018;0,20607096;0,349166148;0,298219802;0,071736421;0,362304729
29.08.2018;0,205856021;0,355525604;0,298186971;0,079851;0,369864007
30.08.2018;0,250154068;0,396937349;0,342358274;0,12482749;0,408294229
31.08.2018;0,269141211;0,402614069;0,353220183;0,142481959;0,420275896
01.09.2018;0,269248199;0,406273834;0,352837376;0,150715627;0,420035928
02.09.2018;0,244783718;0,384058288;0,348278194;0,136041947;0,397477598
03.09.2018;0,23326572;0,372282595;0,342886895;0,127361817;0,385915709
04.09.2018;0,228747473;0,366563199;0,339053297;0,129097946;0,379464971
05.09.2018;0,218287489;0,35822191;0,333342817;0,124567708;0,373103265
06.09.2018;0,22884512;0,373788439;0,348951644;0,138597335;0,396170544
07.09.2018;0,244084444;0,385066167;0,363248618;0,15525294;0,412277138
08.09.2018;0,22578399;0,360346123;0,350283352;0,146055776;0,392651307
09.09.2018;0,211821868;0,346207669;0,33912357;0,150871052;0,380521808
10.09.2018;0,19190018;0,334717195;0,324674383;0,153191861;0,370792976
11.09.2018;0,172501558;0,327872392;0,315228304;0,150701998;0,363735916
12.09.2018;0,156185593;0,306448151;0,299604999;0,130386068;0,355886944
13.09.2018;0,165508893;0,289926365;0,298050433;0,13889686;0,351552036
14.09.2018;0,224186436;0,304508284;0,355199463;0,172448345;0,352168298
15.09.2018;0,247163485;0,363973135;0,375687051;0,181828202;0,377806493
16.09.2018;0,218830801;0,364074088;0,355733885;0,169993161;0,384724075
17.09.2018;0,206920391;0,355428417;0,346586051;0,164331413;0,37808733
18.09.2018;0,207633464;0,353291842;0,351823039;0,167996165;0,378478848
19.09.2018;0,225069013;0,37712036;0,362876798;0,175383008;0,395136074
20.09.2018;0,20283974;0,359549233;0,347755645;0,165789364;0,383515749
21.09.2018;0,186518413;0,34478529;0,343737913;0,160427156;0,376657425
22.09.2018;0,2158289;0,345204108;0,358224649;0,170647518;0,380961277
23.09.2018;0,230419169;0,365270484;0,369916537;0,181761848;0,392266049
26.09.2018;0,208973342;0,371176964;0,359332327;0,182078151;0,398819143
27.09.2018;0,184775321;0,350847545;0,345323226;0,161482055;0,383146649
28.09.2018;0,174917681;0,341960383;0,335864528;0,140313738;0,376519841
29.09.2018;0,161539342;0,330737165;0,323128594;0,12954862;0,371400971
30.09.2018;0,153238858;0,318498151;0,308935531;0,121852373;0,364871874
04.10.2018;0,203073953;0,371207764;0,349790204;0,151660925;0,391375949
05.10.2018;0,195794349;0,366065992;0,348730851;0,151876424;0,387896131
06.10.2018;0,179221527;0,357135814;0,34312777;0,146452123;0,381512846
07.10.2018;0,173600805;0,349571554;0,339816076;0,143819804;0,382526492
08.10.2018;0,169439213;0,337567686;0,340249235;0,142681246;0,379579976
