"plotO","plotT","Nr","Name","Datum","Transplant","Origin","Treatment","PlotID","Biomass.g.m².","pAsh","pFat","pProt","Ash","Fat","Protein","Fibre","year","C","N","P","CN","NP","dT"
"Esterberg","Graswang",394,"gr_394","09.08.2018","GW","EB","Intensive","EB-38",289.2375832,8.361039965,4.638469489,15.56680586,NA,NA,NA,NA,"2018",41.5,2.06,2.68,20.14563107,7.686567164,"+2"
"Esterberg","Graswang",178,"gr_178","08.08.2017","GW","EB","Intensive","EB-56",580.5123498,8.46794164,3.552311767,15.30545211,NA,NA,NA,NA,"2017",41.8,2.65,2.96,15.77358491,8.952702703,"+2"
"Esterberg","Graswang",381,"gr_381","09.08.2018","GW","EB","Extensive","EB-214",517.2889328,8.477024875,3.157002231,11.87649734,8.88,3.2,12.4,23.7,"2018",41.3,1.93,2,21.39896373,9.65,"+2"
"Esterberg","Graswang",435,"gr_435","17.09.2018","GW","EB","Intensive","EB-253",137.9059898,4.83548484,3.060283452,20.934759,NA,NA,NA,NA,"2018",43.5,3.13,3.38,13.89776358,9.26035503,"+2"
"Esterberg","Graswang",284,"gr_284","13.05.2018","GW","EB","Intensive","EB-235",486.3492119,6.265612659,3.712453263,15.11094166,6.54,3.9,15.7,16.2,"2018",42.9,2.54,2.73,16.88976378,9.304029304,"+2"
"Esterberg","Graswang",132,"gr_132","05.07.2017","GW","EB","Intensive","EB-147",454.6596943,7.671588562,3.089643504,11.89943857,NA,NA,NA,NA,"2017",42.6,1.77,2.77,24.06779661,6.389891697,"+2"
"Esterberg","Graswang",173,"gr_173","08.08.2017","GW","EB","Intensive","EB-138",436.211868,10.16384018,2.989678447,16.97745262,NA,NA,NA,NA,"2017",41.7,2.49,3.71,16.74698795,6.711590296,"+2"
"Esterberg","Graswang",172,"gr_172","08.08.2017","GW","EB","Extensive","EB-26",518.1236121,10.00706511,3.232452204,14.76455474,NA,NA,NA,NA,"2017",41.8,2.35,2.44,17.78723404,9.631147541,"+2"
"Esterberg","Graswang",283,"gr_283","13.05.2018","GW","EB","Intensive","EB-147",332.7116401,9.60303874,2.821679273,13.39575575,NA,NA,NA,NA,"2018",43,2.28,3,18.85964912,7.6,"+2"
"Esterberg","Graswang",177,"gr_177","08.08.2017","GW","EB","Intensive","EB-38",575.5608626,9.085923864,2.942469556,16.3171925,NA,NA,NA,NA,"2017",42.2,2.91,3.1,14.50171821,9.387096774,"+2"
"Esterberg","Graswang",434,"gr_434","17.09.2018","GW","EB","Intensive","EB-235",90.37171346,4.435356264,2.711719239,20.51574412,NA,NA,NA,NA,"2018",43.5,3.04,3.74,14.30921053,8.128342246,"+2"
"Esterberg","Graswang",286,"gr_286","13.05.2018","GW","EB","Intensive","EB-38",743.2606578,5.262839145,3.782773937,13.43949864,NA,NA,NA,NA,"2018",42.2,2.18,2.71,19.35779817,8.044280443,"+2"
"Esterberg","Graswang",287,"gr_287","13.05.2018","GW","EB","Intensive","EB-56",453.810868,6.021005486,3.986378365,14.79345326,6.24,4.1,14.1,32.5,"2018",42.4,2.23,2.84,19.01345291,7.852112676,"+2"
"Esterberg","Graswang",255,"gr_255","08.11.2017","GW","EB","Extensive","EB-226",217.6390795,10.03085333,2.334968144,11.34516801,NA,NA,NA,NA,"2017",42.7,2.18,1.94,19.58715596,11.2371134,"+2"
"Esterberg","Graswang",251,"gr_251","08.11.2017","GW","EB","Extensive","EB-08",244.8015231,7.815530487,3.15471933,12.53597916,NA,NA,NA,NA,"2017",42.9,2.18,2.2,19.67889908,9.909090909,"+2"
"Esterberg","Graswang",256,"gr_256","08.11.2017","GW","EB","Extensive","EB-26",196.7013626,8.962871633,2.711573346,11.6411357,NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,"+2"
"Esterberg","Graswang",257,"gr_257","08.11.2017","GW","EB","Intensive","EB-138",65.27474733,9.567341555,2.966127239,16.77065537,NA,NA,NA,NA,"2017",41.3,2.95,3.12,14,9.455128205,"+2"
"Esterberg","Graswang",254,"gr_254","08.11.2017","GW","EB","Extensive","EB-214",190.618107,9.10782245,2.521867672,10.83445246,NA,NA,NA,NA,"2017",42.3,2.18,1.7,19.40366972,12.82352941,"+2"
"Esterberg","Graswang",392,"gr_392","09.08.2018","GW","EB","Intensive","EB-235",304.7993999,8.062895399,4.423252892,16.18068932,7.76,4,14.8,20,"2018",43.2,2.31,2.6,18.7012987,8.884615385,"+2"
"Esterberg","Graswang",252,"gr_252","08.11.2017","GW","EB","Extensive","EB-111",210.7069975,8.774281477,2.583071177,11.51302936,NA,NA,NA,NA,"2017",42.6,1.96,1.97,21.73469388,9.949238579,"+2"
"Esterberg","Graswang",485,"gr_485","22.10.2018","GW","EB","Intensive","EB-56",129.0923427,7.237278487,5.310243291,20.79306695,NA,NA,NA,NA,"2018",43.6,3.24,3.52,13.45679012,9.204545455,"+2"
"Esterberg","Graswang",380,"gr_380","09.08.2018","GW","EB","Extensive","EB-123",373.9787485,8.216679536,3.206921663,11.24940486,NA,NA,NA,NA,"2018",41.3,1.72,2.46,24.01162791,6.991869919,"+2"
"Esterberg","Graswang",484,"gr_484","22.10.2018","GW","EB","Intensive","EB-38",73.91862912,7.263712763,3.843828788,17.64126153,NA,NA,NA,NA,"2018",47.9,3.12,3.12,15.3525641,10,"+2"
"Esterberg","Graswang",285,"gr_285","13.05.2018","GW","EB","Intensive","EB-253",457.6305866,5.860507524,3.983789428,15.01871519,NA,NA,NA,NA,"2018",42.6,2.47,2.68,17.24696356,9.21641791,"+2"
"Esterberg","Graswang",253,"gr_253","08.11.2017","GW","EB","Extensive","EB-123",104.0378179,8.920919204,2.484346739,11.51445881,NA,NA,NA,NA,"2017",42.1,1.96,2.16,21.47959184,9.074074074,"+2"
"Esterberg","Graswang",378,"gr_378","09.08.2018","GW","EB","Extensive","EB-08",398.1702999,8.369364137,3.690918613,12.33896555,NA,NA,NA,NA,"2018",43.2,1.8,2.54,24,7.086614173,"+2"
"Graswang","Fendt",300,"gr_300","13.05.2018","FE","GW","Intensive","GW-102",426.7898954,5.798857932,2.40035111,11.57080477,NA,NA,NA,NA,"2018",44.2,1.61,2.64,27.45341615,6.098484848,"+2"
"Graswang","Fendt",239,"gr_239","08.11.2017","FE","GW","Extensive","GW-110",407.6347138,11.61110058,2.216706705,10.83796256,NA,NA,NA,NA,"2017",42.6,2.27,2.92,18.76651982,7.773972603,"+2"
"Graswang","Fendt",301,"gr_301","13.05.2018","FE","GW","Intensive","GW-12",436.6928696,6.622691258,2.524696354,10.66789855,NA,NA,NA,NA,"2018",44.8,1.85,2.53,24.21621622,7.312252964,"+2"
"Graswang","Fendt",65,"gr_65","22.05.2017","FE","GW","Intensive","GW-102",684.6916387,6.745928728,2.358196601,11.82061275,NA,NA,NA,NA,"2017",42.9,2.02,3.07,21.23762376,6.57980456,"+2"
"Graswang","Fendt",412,"gr_412","09.08.2018","FE","GW","Extensive","GW-70",377.515525,7.227704253,3.274440876,10.56710781,NA,NA,NA,NA,"2018",43.9,1.73,3.44,25.37572254,5.029069767,"+2"
"Graswang","Fendt",156,"gr_156","08.08.2017","FE","GW","Extensive","GW-118",370.2014712,8.671702659,2.19708554,10.64498413,NA,NA,NA,NA,"2017",42.9,1.68,3.41,25.53571429,4.926686217,"+2"
"Graswang","Fendt",157,"gr_157","08.08.2017","FE","GW","Extensive","GW-26",416.462508,7.412110482,2.393918515,12.34569809,NA,NA,NA,NA,"2017",42.5,1.97,3.31,21.57360406,5.951661631,"+2"
"Graswang","Fendt",511,"gr_511","22.10.2018","FE","GW","Intensive","GW-12",81.41659533,7.607955712,3.643359648,21.09807147,NA,NA,NA,NA,"2018",43.9,3.91,3.45,11.22762148,11.33333333,"+2"
"Graswang","Fendt",66,"gr_66","22.05.2017","FE","GW","Intensive","GW-12",928.446276,6.408132861,2.281910508,10.42893434,6.02,2.2,10.5,24.3,"2017",43.1,2.01,2.58,21.44278607,7.790697674,"+2"
"Graswang","Fendt",67,"gr_67","22.05.2017","FE","GW","Intensive","GW-20",804.8005691,7.187151571,2.223608672,11.7397523,NA,NA,NA,NA,"2017",42,2.01,2.59,20.89552239,7.760617761,"+2"
"Graswang","Fendt",69,"gr_69","22.05.2017","FE","GW","Intensive","GW-56",586.9351359,7.58452923,2.363248043,11.14701711,NA,NA,NA,NA,"2017",43.3,1.93,3.12,22.43523316,6.185897436,"+2"
"Graswang","Fendt",97,"gr_97","08.06.2017","FE","GW","Extensive","GW-26",622.5858432,6.909554034,2.469249871,10.75471577,NA,NA,NA,NA,"2017",44.5,1.95,2.74,22.82051282,7.116788321,"+2"
"Graswang","Fendt",98,"gr_98","08.06.2017","FE","GW","Extensive","GW-38",682.8525149,8.246418172,2.128147547,10.41513246,NA,NA,NA,NA,"2017",44.6,1.72,2.54,25.93023256,6.771653543,"+2"
"Graswang","Fendt",68,"gr_68","22.05.2017","FE","GW","Intensive","GW-44",765.7545564,6.128869,1.99462425,9.48030809,6.04,2.7,9.97,25.3,"2017",42.8,1.68,2.77,25.47619048,6.064981949,"+2"
"Graswang","Fendt",100,"gr_100","08.06.2017","FE","GW","Extensive","GW-82",634.6108833,7.868562449,1.284926229,10.28349605,NA,NA,NA,NA,"2017",42.7,1.76,2.56,24.26136364,6.875,"+2"
"Graswang","Fendt",209,"gr_209","21.09.2017","FE","GW","Intensive","GW-102",394.1949631,10.47611576,2.590125805,12.75638163,11.33,2.5,12.2,19,"2017",40.2,2.01,4.4,20,4.568181818,"+2"
"Graswang","Fendt",413,"gr_413","09.08.2018","FE","GW","Extensive","GW-82",410.19534,7.437989586,2.697672464,9.786057522,NA,NA,NA,NA,"2018",42.9,1.54,2.57,27.85714286,5.992217899,"+2"
"Graswang","Fendt",158,"gr_158","08.08.2017","FE","GW","Extensive","GW-38",405.2862942,8.17481701,2.407948938,12.45952196,NA,NA,NA,NA,"2017",43.4,2.22,3.19,19.54954955,6.959247649,"+2"
"Graswang","Fendt",360,"gr_360","25.06.2018","FE","GW","Intensive","GW-102",221.2324445,7.228165674,1.946047103,9.691503922,NA,NA,NA,NA,"2018",43.4,1.62,3.54,26.79012346,4.576271186,"+2"
"Graswang","Fendt",95,"gr_95","08.06.2017","FE","GW","Extensive","GW-110",881.1949418,6.018209042,2.146935043,9.089876209,NA,NA,NA,NA,"2017",46.6,1.23,2.16,37.88617886,5.694444444,"+2"
"Graswang","Fendt",70,"gr_70","22.05.2017","FE","GW","Intensive","GW-92",688.3698863,6.683970478,1.996917565,9.566598392,NA,NA,NA,NA,"2017",42.6,1.68,3.07,25.35714286,5.472312704,"+2"
"Graswang","Fendt",503,"gr_503","22.10.2018","FE","GW","Extensive","GW-82",266.0363293,7.000321552,3.344503337,13.10574497,NA,NA,NA,NA,"2018",43,2.02,3.17,21.28712871,6.372239748,"+2"
"Graswang","Fendt",99,"gr_99","08.06.2017","FE","GW","Extensive","GW-70",559.6312212,6.91610853,1.896711097,9.363465576,NA,NA,NA,NA,"2017",43.1,1.92,3.02,22.44791667,6.357615894,"+2"
"Graswang","Fendt",155,"gr_155","08.08.2017","FE","GW","Extensive","GW-110",314.8862865,8.162817936,2.618767853,12.27882819,7.01,2.8,11.2,26.3,"2017",43.6,2.08,3.56,20.96153846,5.842696629,"+2"
"Graswang","Fendt",303,"gr_303","13.05.2018","FE","GW","Intensive","GW-44",393.119783,7.009007571,2.244438617,10.56034167,NA,NA,NA,NA,"2018",44.4,1.89,2.58,23.49206349,7.325581395,"+2"
"Graswang","Fendt",304,"gr_304","13.05.2018","FE","GW","Intensive","GW-56",318.7060052,6.211191462,2.919644746,11.84955344,NA,NA,NA,NA,"2018",43.5,1.83,2.66,23.7704918,6.879699248,"+2"
"Graswang","Fendt",305,"gr_305","13.05.2018","FE","GW","Intensive","GW-92",539.2593885,5.560450836,1.666021203,8.750533401,NA,NA,NA,NA,"2018",42.7,1.31,2.27,32.59541985,5.77092511,"+2"
"Graswang","Fendt",510,"gr_510","22.10.2018","FE","GW","Intensive","GW-102",53.40532535,6.734398949,4.056938531,18.17500293,NA,NA,NA,NA,"2018",43.1,3.03,4.58,14.22442244,6.615720524,"+2"
"Graswang","Fendt",512,"gr_512","22.10.2018","FE","GW","Intensive","GW-20",80.56776897,7.504756901,3.945081473,22.57711326,NA,NA,NA,NA,"2018",43.7,4.16,3.94,10.50480769,10.55837563,"+2"
"Graswang","Fendt",513,"gr_513","22.10.2018","FE","GW","Intensive","GW-44",70.94773685,7.319628641,3.553341875,20.26266711,NA,NA,NA,NA,"2018",44.6,3.6,3.88,12.38888889,9.278350515,"+2"
"Graswang","Fendt",514,"gr_514","22.10.2018","FE","GW","Intensive","GW-56",76.32363715,4.553888923,4.156758303,19.26791016,NA,NA,NA,NA,"2018",43.9,3.13,4.35,14.02555911,7.195402299,"+2"
"Graswang","Fendt",96,"gr_96","08.06.2017","FE","GW","Extensive","GW-118",699.2065695,8.403406412,1.482470071,10.10451314,NA,NA,NA,NA,"2017",44.7,1.71,2.68,26.14035088,6.380597015,"+2"
"Graswang","Fendt",502,"gr_502","22.10.2018","FE","GW","Extensive","GW-70",231.5173906,5.708047032,3.697075435,15.50384295,NA,NA,NA,NA,"2018",43.2,2.48,4.07,17.41935484,6.093366093,"+2"
"Graswang","Fendt",166,"gr_166","08.08.2017","FE","GW","Intensive","GW-92",206.8023963,8.685912322,2.310040308,15.07633345,NA,NA,NA,NA,"2017",43.3,2.31,4.19,18.74458874,5.513126492,"+2"
"Graswang","Fendt",411,"gr_411","09.08.2018","FE","GW","Extensive","GW-38",418.1177194,7.431544022,2.820911899,10.63877445,NA,NA,NA,NA,"2018",43.3,1.85,2.71,23.40540541,6.826568266,"+2"
"Graswang","Fendt",330,"gr_330","12.06.2018","FE","GW","Extensive","GW-110",770.7060435,4.340757035,2.093693406,6.050186289,NA,NA,NA,NA,"2018",43.7,1.06,1.98,41.22641509,5.353535354,"+2"
"Graswang","Fendt",331,"gr_331","12.06.2018","FE","GW","Extensive","GW-118",801.9711479,5.418720004,1.856228354,7.047818667,NA,NA,NA,NA,"2018",43.3,1.07,2.09,40.46728972,5.119617225,"+2"
"Graswang","Fendt",210,"gr_210","21.09.2017","FE","GW","Intensive","GW-12",314.688227,9.546472266,2.767015947,15.83296051,NA,NA,NA,NA,"2017",42.6,2.63,4.07,16.19771863,6.461916462,"+2"
"Graswang","Fendt",211,"gr_211","21.09.2017","FE","GW","Intensive","GW-20",345.2459761,8.920642554,2.544505524,14.84165586,7.91,2.7,15.6,19,"2017",43.3,2.94,4.08,14.72789116,7.205882353,"+2"
"Graswang","Fendt",159,"gr_159","08.08.2017","FE","GW","Extensive","GW-70",348.1319857,7.918273154,2.808383405,13.72851898,7.68,2.4,12,27.3,"2017",43.4,2.01,3.93,21.5920398,5.114503817,"+2"
"Graswang","Fendt",160,"gr_160","08.08.2017","FE","GW","Extensive","GW-82",565.7993595,8.340347503,2.143495445,12.50129793,NA,NA,NA,NA,"2017",42.7,1.92,3.07,22.23958333,6.254071661,"+2"
"Graswang","Fendt",161,"gr_161","08.08.2017","FE","GW","Intensive","GW-102",300.3147673,8.339691293,2.511708918,13.89323706,8.56,2.7,13.8,19.7,"2017",43.7,2.21,4.37,19.77375566,5.057208238,"+2"
"Graswang","Fendt",515,"gr_515","22.10.2018","FE","GW","Intensive","GW-92",105.3252046,7.982763318,3.210338305,18.37412832,NA,NA,NA,NA,"2018",43.6,2.87,4.12,15.19163763,6.966019417,"+2"
"Graswang","Fendt",162,"gr_162","08.08.2017","FE","GW","Intensive","GW-12",323.6009038,7.442401878,2.722661592,15.31847015,NA,NA,NA,NA,"2017",42.8,2.55,4.82,16.78431373,5.290456432,"+2"
"Graswang","Fendt",420,"gr_420","09.08.2018","FE","GW","Intensive","GW-102",327.7177117,7.020264262,3.066081806,10.53263435,NA,NA,NA,NA,"2018",43.6,1.76,3.94,24.77272727,4.467005076,"+2"
"Graswang","Fendt",421,"gr_421","09.08.2018","FE","GW","Intensive","GW-12",197.9887492,7.314612496,4.211845094,13.85106674,NA,NA,NA,NA,"2018",43.9,2.39,3.51,18.36820084,6.809116809,"+2"
"Graswang","Fendt",422,"gr_422","09.08.2018","FE","GW","Intensive","GW-20",265.187503,6.8619305,4.055482191,13.31182403,NA,NA,NA,NA,"2018",43.8,2.15,3.34,20.37209302,6.437125749,"+2"
"Graswang","Fendt",302,"gr_302","13.05.2018","FE","GW","Intensive","GW-20",379.5385612,6.360688741,2.700428991,12.93306943,NA,NA,NA,NA,"2018",44,2.35,2.52,18.72340426,9.325396825,"+2"
"Graswang","Fendt",423,"gr_423","09.08.2018","FE","GW","Intensive","GW-44",261.5092554,6.634978732,3.883372792,12.72157473,NA,NA,NA,NA,"2018",43,2.01,3.93,21.39303483,5.114503817,"+2"
"Graswang","Fendt",424,"gr_424","09.08.2018","FE","GW","Intensive","GW-56",243.2594886,6.30852089,4.074610879,13.64093349,NA,NA,NA,NA,"2018",43.3,1.99,4.24,21.75879397,4.693396226,"+2"
"Graswang","Fendt",425,"gr_425","09.08.2018","FE","GW","Intensive","GW-92",320.3612166,7.217574878,3.233935846,11.06363905,7.14,3.1,11,21.8,"2018",42.5,1.74,3.96,24.42528736,4.393939394,"+2"
"Graswang","Fendt",129,"gr_129","05.07.2017","FE","GW","Intensive","GW-56",343.1804986,7.752938129,2.470336591,10.67857477,8.22,2.3,10.1,26.6,"2017",42.2,1.71,3.58,24.67836257,4.776536313,"+2"
"Graswang","Fendt",498,"gr_498","22.10.2018","FE","GW","Extensive","GW-110",198.5546334,7.565910056,3.828838719,14.24719083,NA,NA,NA,NA,"2018",43.7,2.26,3.43,19.33628319,6.588921283,"+2"
"Graswang","Fendt",499,"gr_499","22.10.2018","FE","GW","Extensive","GW-118",282.0225592,8.59053761,3.073960736,11.07092121,10.16,3.6,11.4,20,"2018",42.1,1.82,3.12,23.13186813,5.833333333,"+2"
"Graswang","Fendt",500,"gr_500","22.10.2018","FE","GW","Extensive","GW-26",282.1640302,6.996642465,4.233717066,18.15569899,NA,NA,NA,NA,"2018",43.8,2.55,3.18,17.17647059,8.018867925,"+2"
"Graswang","Fendt",501,"gr_501","22.10.2018","FE","GW","Extensive","GW-38",303.3846893,5.952648136,3.331403712,13.37314633,NA,NA,NA,NA,"2018",43.5,2.1,3.17,20.71428571,6.624605678,"+2"
"Graswang","Fendt",362,"gr_362","25.06.2018","FE","GW","Intensive","GW-20",312.6227496,6.440421773,2.386332868,9.575804895,NA,NA,NA,NA,"2018",43,1.64,2.81,26.2195122,5.836298932,"+2"
"Graswang","Fendt",163,"gr_163","08.08.2017","FE","GW","Intensive","GW-20",314.0374602,6.960431537,1.97461531,13.9140727,NA,NA,NA,NA,"2017",41.5,2.07,3.92,20.04830918,5.280612245,"+2"
"Graswang","Fendt",165,"gr_165","08.08.2017","FE","GW","Intensive","GW-56",152.1945669,7.483327014,2.715301507,14.82926965,NA,NA,NA,NA,"2017",42.8,2.48,5.04,17.25806452,4.920634921,"+2"
"Graswang","Fendt",125,"gr_125","05.07.2017","FE","GW","Intensive","GW-102",352.2346465,7.614357634,2.797526802,13.31461605,8.22,2.5,11.5,24.6,"2017",43.3,1.79,3.86,24.18994413,4.637305699,"+2"
"Graswang","Fendt",410,"gr_410","09.08.2018","FE","GW","Extensive","GW-26",315.8341426,8.353754109,3.489448963,12.20263192,NA,NA,NA,NA,"2018",43.7,1.89,2.65,23.12169312,7.132075472,"+2"
"Graswang","Fendt",126,"gr_126","05.07.2017","FE","GW","Intensive","GW-12",408.6815996,8.39398863,2.495979058,10.48365609,9.02,2.4,10.6,27,"2017",42.5,1.56,3.71,27.24358974,4.204851752,"+2"
"Graswang","Fendt",127,"gr_127","05.07.2017","FE","GW","Intensive","GW-20",438.0509918,8.268110836,2.116314339,11.86473248,7.67,2.1,11.6,25.4,"2017",42.9,1.94,2.93,22.11340206,6.62116041,"+2"
"Graswang","Fendt",128,"gr_128","05.07.2017","FE","GW","Intensive","GW-44",290.8362062,5.520650164,2.923694519,12.79299861,NA,NA,NA,NA,"2017",42.8,2.05,4.08,20.87804878,5.024509804,"+2"
"Graswang","Fendt",452,"gr_452","17.09.2018","FE","GW","Intensive","GW-20",126.1638918,2.34269758,2.793657058,20.34839935,NA,NA,NA,NA,"2018",44.7,3.09,4.06,14.46601942,7.610837438,"+2"
"Graswang","Fendt",130,"gr_130","05.07.2017","FE","GW","Intensive","GW-92",336.955772,5.391232571,2.327115424,11.06423701,NA,NA,NA,NA,"2017",42.2,1.86,3.91,22.68817204,4.757033248,"+2"
"Graswang","Fendt",361,"gr_361","25.06.2018","FE","GW","Intensive","GW-12",228.5889396,7.585417553,2.832905108,11.37391771,NA,NA,NA,NA,"2018",43.1,1.82,3.33,23.68131868,5.465465465,"+2"
"Graswang","Fendt",240,"gr_240","08.11.2017","FE","GW","Extensive","GW-118",268.2857192,10.67555197,2.472620637,10.0250982,NA,NA,NA,NA,"2017",42.7,1.83,3.15,23.33333333,5.80952381,"+2"
"Graswang","Fendt",241,"gr_241","08.11.2017","FE","GW","Extensive","GW-26",321.9032511,11.80146753,2.104710151,11.93398544,NA,NA,NA,NA,"2017",39.2,2.07,3.02,18.93719807,6.854304636,"+2"
"Graswang","Fendt",335,"gr_335","12.06.2018","FE","GW","Extensive","GW-82",805.9323376,5.263833715,1.865815034,9.641478129,5.64,2,8.44,26.8,"2018",43.8,1.52,2.01,28.81578947,7.562189055,"+2"
"Graswang","Fendt",242,"gr_242","08.11.2017","FE","GW","Extensive","GW-38",309.3123267,10.13359126,2.63994619,12.54114555,10.83,3,13.4,21.7,"2017",42.9,2.13,2.81,20.14084507,7.580071174,"+2"
"Graswang","Fendt",243,"gr_243","08.11.2017","FE","GW","Extensive","GW-70",312.283219,9.968200316,2.475074073,11.32403511,NA,NA,NA,NA,"2017",42.1,1.95,3.24,21.58974359,6.018518519,"+2"
"Graswang","Fendt",164,"gr_164","08.08.2017","FE","GW","Intensive","GW-44",310.5855663,7.548583405,2.695194951,15.86959205,NA,NA,NA,NA,"2017",42.1,2.46,4.34,17.11382114,5.668202765,"+2"
"Graswang","Fendt",408,"gr_408","09.08.2018","FE","GW","Extensive","GW-110",291.2181781,6.867414222,4.210662105,10.58287668,6.61,4.3,10.4,25.7,"2018",44.1,1.57,3.03,28.08917197,5.181518152,"+2"
"Graswang","Fendt",409,"gr_409","09.08.2018","FE","GW","Extensive","GW-118",448.2510553,7.346176906,2.583913534,7.81002127,NA,NA,NA,NA,"2018",43.5,1.44,2.84,30.20833333,5.070422535,"+2"
"Graswang","Fendt",450,"gr_450","17.09.2018","FE","GW","Intensive","GW-102",70.28282287,5.605003146,3.204980924,18.40518912,NA,NA,NA,NA,"2018",43.1,2.66,5.21,16.20300752,5.105566219,"+2"
"Graswang","Fendt",451,"gr_451","17.09.2018","FE","GW","Intensive","GW-12",111.5923725,3.558015228,3.016281471,20.71701911,NA,NA,NA,NA,"2018",44.8,3.25,3.66,13.78461538,8.879781421,"+2"
"Graswang","Fendt",247,"gr_247","08.11.2017","FE","GW","Intensive","GW-20",121.2972873,9.173688389,3.414176245,20.62569129,NA,NA,NA,NA,"2017",42.7,2.26,2.3,18.89380531,9.826086957,"+2"
"Graswang","Fendt",453,"gr_453","17.09.2018","FE","GW","Intensive","GW-44",94.75731634,2.061272441,3.034422235,21.47412905,NA,NA,NA,NA,"2018",44,3.54,4.7,12.42937853,7.531914894,"+2"
"Graswang","Fendt",212,"gr_212","21.09.2017","FE","GW","Intensive","GW-44",253.5727289,8.26788991,2.50118256,15.13494201,NA,NA,NA,NA,"2017",43.2,2.48,4.28,17.41935484,5.794392523,"+2"
"Graswang","Fendt",213,"gr_213","21.09.2017","FE","GW","Intensive","GW-56",251.3091919,9.19907264,2.729324105,13.8774979,NA,NA,NA,NA,"2017",43.2,2.59,4.68,16.67953668,5.534188034,"+2"
"Graswang","Fendt",214,"gr_214","21.09.2017","FE","GW","Intensive","GW-92",354.0171819,10.37345996,2.801273146,14.23033078,NA,NA,NA,NA,"2017",42.7,2.24,4.24,19.0625,5.283018868,"+2"
"Graswang","Fendt",455,"gr_455","17.09.2018","FE","GW","Intensive","GW-92",103.6699932,3.487533862,2.825144777,19.49110231,NA,NA,NA,NA,"2018",42.9,2.86,4.87,15,5.872689938,"+2"
"Graswang","Fendt",245,"gr_245","08.11.2017","FE","GW","Intensive","GW-102",168.1242083,9.460456524,2.171813338,12.86867727,NA,NA,NA,NA,"2017",42.2,2.14,3.72,19.71962617,5.752688172,"+2"
"Graswang","Fendt",363,"gr_363","25.06.2018","FE","GW","Intensive","GW-44",167.1904993,6.377576692,2.756824711,11.41691389,NA,NA,NA,NA,"2018",43.3,1.82,3.73,23.79120879,4.879356568,"+2"
"Graswang","Fendt",364,"gr_364","25.06.2018","FE","GW","Intensive","GW-56",221.6568576,7.557789357,2.972844541,11.65251533,NA,NA,NA,NA,"2018",43.2,2.01,3.48,21.49253731,5.775862069,"+2"
"Graswang","Fendt",244,"gr_244","08.11.2017","FE","GW","Extensive","GW-82",273.5201484,10.65044891,2.504678243,12.76644094,NA,NA,NA,NA,"2017",41.7,2,3.04,20.85,6.578947368,"+2"
"Graswang","Fendt",248,"gr_248","08.11.2017","FE","GW","Intensive","GW-44",130.4929062,8.914866756,2.915539426,17.07073553,NA,NA,NA,NA,"2017",42.6,2.96,3.9,14.39189189,7.58974359,"+2"
"Graswang","Fendt",246,"gr_246","08.11.2017","FE","GW","Intensive","GW-12",96.11543852,9.488874309,3.161627549,20.24573734,NA,NA,NA,NA,"2017",43.2,3.23,4.07,13.374613,7.936117936,"+2"
"Graswang","Fendt",333,"gr_333","12.06.2018","FE","GW","Extensive","GW-38",609.1460924,6.861463924,2.887610371,11.50079723,NA,NA,NA,NA,"2018",43.4,1.76,2.16,24.65909091,8.148148148,"+2"
"Graswang","Fendt",334,"gr_334","12.06.2018","FE","GW","Extensive","GW-70",658.0950794,6.94608932,2.677126054,10.13695039,NA,NA,NA,NA,"2018",43.3,1.26,2.5,34.36507937,5.04,"+2"
"Graswang","Fendt",454,"gr_454","17.09.2018","FE","GW","Intensive","GW-56",31.0953391,3.722743929,4.374835399,21.95196591,NA,NA,NA,NA,"2018",44.1,3.52,5.05,12.52840909,6.97029703,"+2"
"Graswang","Fendt",332,"gr_332","12.06.2018","FE","GW","Extensive","GW-26",688.2284152,5.244168466,2.059778592,7.526136744,5.24,2,7.69,29.6,"2018",43.7,1.38,1.79,31.66666667,7.709497207,"+2"
"Graswang","Fendt",249,"gr_249","08.11.2017","FE","GW","Intensive","GW-56",140.3958805,9.198678171,3.186228999,16.93271659,NA,NA,NA,NA,"2017",41.4,2.97,3.94,13.93939394,7.538071066,"+2"
"Graswang","Fendt",250,"gr_250","08.11.2017","FE","GW","Intensive","GW-92",148.1767888,9.642412402,2.478051871,14.78628504,NA,NA,NA,NA,"2017",42.7,2.71,3.83,15.75645756,7.075718016,"+2"
"Graswang","Fendt",365,"gr_365","25.06.2018","FE","GW","Intensive","GW-92",611.4096294,5.633276247,2.130405583,9.413774581,NA,NA,NA,NA,"2018",43.4,1.32,3.07,32.87878788,4.299674267,"+2"
"Graswang","Graswang",187,"gr_187","08.08.2017","GW","GW","Intensive","GW-27",229.8621791,7.762662748,3.149749047,14.14525571,NA,NA,NA,NA,"2017",46.9,2.63,3.62,17.83269962,7.26519337,"Ctrl"
"Graswang","Graswang",78,"gr_78","22.05.2017","GW","GW","Intensive","GW-125",374.3890146,7.699345124,2.913707538,13.33390778,NA,NA,NA,NA,"2017",43,1.9,3.35,22.63157895,5.671641791,"Ctrl"
"Graswang","Graswang",77,"gr_77","22.05.2017","GW","GW","Intensive","GW-113",413.6330868,6.873480299,3.23023753,13.87322874,NA,NA,NA,NA,"2017",43.9,2.9,3.06,15.13793103,9.477124183,"Ctrl"
